gene	kog_id	kog_evalue	kog_description
TRINITY_DN10164_c0_g1_i1	At3g07340	5.4e-11	At3g07340
TRINITY_DN13768_c0_g1_i1	At4g16320	1.2e-15	At4g16320
TRINITY_DN1711_c1_g2_i1	At1g15100	8.1e-31	At1g15100
TRINITY_DN17461_c0_g2_i1	At4g01850	1.8e-59	At4g01850
TRINITY_DN17461_c0_g2_i1	At4g01850	2.8e-31	At4g01850
TRINITY_DN17956_c1_g1_i2	At1g04560	1.2e-63	At1g04560
TRINITY_DN23303_c0_g2_i1	At1g55210	1.7e-09	At1g55210
TRINITY_DN24526_c0_g3_i1	At3g13750	1.2e-90	At3g13750
TRINITY_DN31456_c0_g3_i1	At5g58140	5.2e-46	At5g58140
TRINITY_DN3389_c0_g1_i1	At5g60790	6.8e-62	At5g60790
TRINITY_DN401_c0_g1_i1	At3g23390	2.2e-52	At3g23390
TRINITY_DN53608_c0_g4_i1	At4g28700	1.3e-81	At4g28700
TRINITY_DN8773_c1_g2_i2	At3g13540	1.6e-15	At3g13540
TRINITY_DN13340_c0_g1_i1	At5g28530	1.3e-33	At5g28530
TRINITY_DN14598_c0_g1_i1	At3g04470	8.3e-52	At3g04470
TRINITY_DN14639_c0_g2_i1	At1g35910	2.8e-76	At1g35910
TRINITY_DN14864_c0_g3_i1	At5g59460	4.4e-13	At5g59460
TRINITY_DN15883_c0_g1_i2	At4g02600	9.4e-64	At4g02600
TRINITY_DN1963_c0_g1_i3	At3g27660	3.2e-27	At3g27660
TRINITY_DN30389_c0_g1_i5	At2g38140	2.5e-16	At2g38140
TRINITY_DN32227_c0_g1_i1	At5g10050	3.9e-33	At5g10050
TRINITY_DN4091_c0_g1_i1	At5g19820	4.7e-39	At5g19820
TRINITY_DN698_c0_g1_i3	At1g26880	7.0e-51	At1g26880
TRINITY_DN13142_c0_g1_i1	At5g02610	3.3e-48	At5g02610
TRINITY_DN14961_c0_g1_i1	At4g25700	8.9e-46	At4g25700
TRINITY_DN15613_c0_g3_i1	At4g18700	4.7e-79	At4g18700
TRINITY_DN16976_c0_g4_i1	At3g14470	9.8e-37	At3g14470
TRINITY_DN17459_c0_g3_i1	At4g30190	7.9e-111	At4g30190
TRINITY_DN17737_c0_g1_i1	At3g57810	4.9e-52	At3g57810
TRINITY_DN20826_c0_g1_i1	At5g66460	1.8e-70	At5g66460
TRINITY_DN21988_c0_g2_i1	At5g57520	9.3e-11	At5g57520
TRINITY_DN24022_c0_g4_i1	At1g18480_2	2.0e-50	At1g18480_2
TRINITY_DN2641_c0_g1_i1	At5g17380	1.0e-65	At5g17380
TRINITY_DN26834_c0_g1_i1	At4g39350	4.8e-60	At4g39350
TRINITY_DN27304_c0_g1_i1	At3g29810	1.5e-72	At3g29810
TRINITY_DN30927_c0_g2_i1	At5g06540	2.7e-18	At5g06540
TRINITY_DN31343_c0_g1_i1	At3g45780	1.1e-06	At3g45780
TRINITY_DN32553_c0_g1_i1	At2g01830	4.0e-30	At2g01830
TRINITY_DN3303_c0_g7_i1	At3g52660	4.6e-18	At3g52660
TRINITY_DN3409_c0_g1_i3	At1g07470	4.6e-34	At1g07470
TRINITY_DN4333_c0_g2_i2	At1g63900	1.7e-36	At1g63900
TRINITY_DN48707_c0_g1_i1	At1g26780	3.1e-30	At1g26780
TRINITY_DN48707_c0_g1_i1	At1g26780	1.3e-12	At1g26780
TRINITY_DN6686_c0_g1_i2	At2g43310	1.3e-25	At2g43310
TRINITY_DN1077_c1_g1_i1	At1g20823	1.2e-13	At1g20823
TRINITY_DN22204_c0_g1_i2	At1g54560	1.4e-11	At1g54560
TRINITY_DN26262_c0_g3_i1	At3g01580	1.6e-63	At3g01580
TRINITY_DN26944_c0_g1_i1	At4g04830	1.4e-62	At4g04830
TRINITY_DN519_c0_g2_i1	At3g61110	3.1e-43	At3g61110
TRINITY_DN9344_c0_g2_i1	At3g16570	1.5e-24	At3g16570
TRINITY_DN11479_c0_g4_i1	At2g32800	8.8e-46	At2g32800
TRINITY_DN12456_c0_g1_i2	At3g12860	4.6e-103	At3g12860
TRINITY_DN37250_c0_g1_i2	At3g29010	7.3e-08	At3g29010
TRINITY_DN54509_c0_g1_i1	At1g58340	1.4e-70	At1g58340
TRINITY_DN5598_c0_g4_i1	At1g80300	2.5e-08	At1g80300
TRINITY_DN56087_c0_g1_i1	At4g31070	1.6e-26	At4g31070
TRINITY_DN6702_c0_g3_i1	At4g22780	1.5e-56	At4g22780
TRINITY_DN9185_c0_g1_i2	At3g15580	2.7e-47	At3g15580
TRINITY_DN9487_c1_g2_i1	At1g10020	1.2e-37	At1g10020
TRINITY_DN10720_c0_g1_i1	At1g66140	3.9e-09	At1g66140
TRINITY_DN18676_c0_g2_i6	At4g08790	6.2e-23	At4g08790
TRINITY_DN25923_c0_g1_i1	At5g02540	1.1e-16	At5g02540
TRINITY_DN27393_c0_g1_i1	At3g54780	5.8e-13	At3g54780
TRINITY_DN36127_c0_g1_i1	At3g04730	4.0e-46	At3g04730
TRINITY_DN4504_c0_g3_i1	At3g10190	1.6e-18	At3g10190
TRINITY_DN5112_c0_g2_i3	At3g46060	3.0e-38	At3g46060
TRINITY_DN9682_c0_g1_i1	At5g55860	2.2e-20	At5g55860
TRINITY_DN10592_c0_g1_i2	At5g02230	3.0e-14	At5g02230
TRINITY_DN12091_c1_g1_i2	At1g75840	2.3e-62	At1g75840
TRINITY_DN16566_c0_g1_i1	At1g15750	1.3e-09	At1g15750
TRINITY_DN17170_c0_g1_i1	At5g62190	3.0e-30	At5g62190
TRINITY_DN18429_c0_g2_i2	At2g28605	1.4e-46	At2g28605
TRINITY_DN19287_c0_g2_i1	At5g15720	2.5e-24	At5g15720
TRINITY_DN22883_c0_g3_i1	At1g70210	2.4e-27	At1g70210
TRINITY_DN2334_c0_g2_i1	At4g11070	2.0e-29	At4g11070
TRINITY_DN2510_c0_g1_i1	At2g20490	1.3e-25	At2g20490
TRINITY_DN37595_c0_g4_i1	At3g17840	6.8e-06	At3g17840
TRINITY_DN6380_c0_g1_i1	At1g22650	6.1e-55	At1g22650
TRINITY_DN7269_c0_g2_i1	At5g19850_1	5.5e-24	At5g19850_1
TRINITY_DN8738_c0_g1_i1	At1g07990	5.2e-38	At1g07990
TRINITY_DN9139_c1_g1_i1	At5g43960	5.3e-35	At5g43960
TRINITY_DN17771_c0_g1_i1	At1g73280	7.2e-24	At1g73280
TRINITY_DN17771_c0_g1_i1	At1g73280	8.0e-15	At1g73280
TRINITY_DN19509_c0_g2_i1	At5g47920	9.2e-19	At5g47920
TRINITY_DN20151_c0_g1_i1	At2g34660	1.3e-94	At2g34660
TRINITY_DN2032_c0_g1_i2	At1g64900	4.5e-58	At1g64900
TRINITY_DN4301_c0_g1_i1	At3g16200	2.2e-60	At3g16200
TRINITY_DN4515_c0_g1_i1	At5g17990	2.7e-10	At5g17990
TRINITY_DN4693_c1_g1_i1	At5g45410	8.3e-12	At5g45410
TRINITY_DN6387_c0_g1_i1	At4g38660	2.9e-25	At4g38660
TRINITY_DN12439_c1_g1_i3	At2g16850	5.1e-54	At2g16850
TRINITY_DN13291_c1_g2_i1	At1g16310	1.9e-40	At1g16310
TRINITY_DN13892_c0_g2_i4	At2g32380	3.6e-39	At2g32380
TRINITY_DN14111_c0_g1_i1	At5g65790	3.1e-35	At5g65790
TRINITY_DN18818_c0_g1_i1	At5g60490	6.1e-31	At5g60490
TRINITY_DN21917_c1_g1_i2	At1g59870	3.8e-65	At1g59870
TRINITY_DN2194_c2_g1_i7	At1g70980	1.9e-24	At1g70980
TRINITY_DN2194_c2_g1_i7	At1g70980	3.6e-15	At1g70980
TRINITY_DN26581_c0_g4_i1	At2g27110	6.1e-23	At2g27110
TRINITY_DN27640_c0_g1_i1	At3g22150	3.3e-24	At3g22150
TRINITY_DN35353_c0_g1_i1	At1g04360	7.3e-16	At1g04360
TRINITY_DN40538_c0_g1_i1	At3g03620	1.1e-53	At3g03620
TRINITY_DN5802_c0_g1_i1	At5g59030	8.6e-17	At5g59030
TRINITY_DN923_c0_g1_i2	At3g63400	4.1e-51	At3g63400
TRINITY_DN11744_c0_g3_i1	At4g38470	1.1e-08	At4g38470
TRINITY_DN13004_c0_g1_i1	At5g11070	2.3e-09	At5g11070
TRINITY_DN18123_c0_g2_i1	At3g57530	1.3e-36	At3g57530
TRINITY_DN3328_c0_g1_i1	At1g53750	1.5e-85	At1g53750
TRINITY_DN3328_c0_g1_i1	At1g53750	1.1e-08	At1g53750
TRINITY_DN4856_c0_g1_i1	At5g43790	4.2e-32	At5g43790
TRINITY_DN507_c0_g2_i8	At5g18110	4.6e-47	At5g18110
TRINITY_DN58847_c0_g1_i1	At2g01820	2.7e-15	At2g01820
TRINITY_DN69_c1_g1_i1	At5g43970	1.3e-17	At5g43970
TRINITY_DN8209_c0_g1_i1	At5g43970	3.6e-23	At5g43970
TRINITY_DN8440_c0_g2_i1	At1g07770	2.4e-67	At1g07770
TRINITY_DN12102_c0_g4_i1	At4g30700	3.2e-48	At4g30700
TRINITY_DN12372_c1_g1_i1	At5g67620	3.3e-21	At5g67620
TRINITY_DN12906_c1_g2_i1	At5g19770	2.6e-106	At5g19770
TRINITY_DN14779_c0_g3_i1	At2g21960	1.7e-102	At2g21960
TRINITY_DN15650_c0_g1_i1	At5g48480	7.7e-18	At5g48480
TRINITY_DN1677_c0_g2_i1	At1g15120	8.8e-30	At1g15120
TRINITY_DN18609_c0_g2_i1	At1g80060	1.4e-27	At1g80060
TRINITY_DN30401_c0_g1_i2	At1g20690_2	3.1e-11	At1g20690_2
TRINITY_DN315_c1_g1_i1	At4g40030	3.8e-57	At4g40030
TRINITY_DN315_c1_g1_i1	At4g40030	3.4e-05	At4g40030
TRINITY_DN57471_c0_g1_i1	At4g16450	7.2e-40	At4g16450
TRINITY_DN729_c0_g1_i2	At2g29150	6.1e-39	At2g29150
TRINITY_DN15495_c0_g1_i2	At5g66250	2.7e-15	At5g66250
TRINITY_DN17332_c0_g5_i1	At1g63020_1	3.3e-37	At1g63020_1
TRINITY_DN18404_c0_g1_i2	At5g47650	4.7e-39	At5g47650
TRINITY_DN20214_c0_g1_i1	At1g27850	2.3e-14	At1g27850
TRINITY_DN2154_c0_g3_i1	At2g45190	3.6e-31	At2g45190
TRINITY_DN23520_c0_g2_i3	At5g36940	5.2e-14	At5g36940
TRINITY_DN25513_c0_g1_i2	At3g13900	1.5e-66	At3g13900
TRINITY_DN29548_c0_g1_i1	At5g40720	5.9e-10	At5g40720
TRINITY_DN30514_c0_g3_i1	At2g33350	4.8e-12	At2g33350
TRINITY_DN31326_c0_g1_i1	At5g01650	3.2e-24	At5g01650
TRINITY_DN33527_c0_g3_i1	At3g57880	1.9e-61	At3g57880
TRINITY_DN3353_c1_g2_i1	At1g66980_2	8.0e-23	At1g66980_2
TRINITY_DN39020_c0_g1_i1	At5g08640	9.0e-75	At5g08640
TRINITY_DN5649_c0_g2_i1	At5g44030	1.8e-43	At5g44030
TRINITY_DN5651_c0_g2_i2	At5g01240	8.0e-116	At5g01240
TRINITY_DN6357_c0_g2_i1	Hs15316941	5.7e-21	Hs15316941
TRINITY_DN8753_c0_g1_i1	At1g64780	9.3e-48	At1g64780
TRINITY_DN10258_c0_g1_i2	At4g04020	1.0e-30	At4g04020
TRINITY_DN15022_c0_g2_i1	At4g02800	3.5e-39	At4g02800
TRINITY_DN15412_c0_g1_i1	At5g54670	3.4e-18	At5g54670
TRINITY_DN16522_c0_g1_i1	At3g61460	7.4e-21	At3g61460
TRINITY_DN17620_c0_g1_i1	At1g55620	2.4e-11	At1g55620
TRINITY_DN1853_c0_g2_i1	At5g43700	6.7e-38	At5g43700
TRINITY_DN18965_c0_g1_i1	At1g09770	3.8e-73	At1g09770
TRINITY_DN20010_c0_g2_i2	At5g57030	1.5e-13	At5g57030
TRINITY_DN20833_c0_g1_i2	At5g65770	4.5e-26	At5g65770
TRINITY_DN22828_c0_g2_i1	At1g01600	1.1e-53	At1g01600
TRINITY_DN38063_c0_g1_i1	At1g04220	5.4e-56	At1g04220
TRINITY_DN4471_c0_g3_i1	At1g62400	6.8e-107	At1g62400
TRINITY_DN44755_c0_g1_i1	At5g20100	2.5e-08	At5g20100
TRINITY_DN4692_c0_g1_i1	At1g79090	8.7e-62	At1g79090
TRINITY_DN47897_c0_g2_i1	At1g59820	1.1e-35	At1g59820
TRINITY_DN6009_c0_g1_i1	At2g17440	8.8e-06	At2g17440
TRINITY_DN8012_c0_g2_i8	At3g47630	3.8e-09	At3g47630
TRINITY_DN8012_c0_g2_i8	At3g47630	2.5e-08	At3g47630
TRINITY_DN8515_c0_g1_i1	At5g43050	1.7e-49	At5g43050
TRINITY_DN12021_c0_g1_i1	At4g10180	5.1e-22	At4g10180
TRINITY_DN13585_c0_g3_i1	At4g29680	4.8e-52	At4g29680
TRINITY_DN22800_c0_g1_i1	At5g61930	4.0e-43	At5g61930
TRINITY_DN23831_c0_g2_i1	At2g32590	6.7e-38	At2g32590
TRINITY_DN2652_c0_g2_i1	At3g22960	5.8e-42	At3g22960
TRINITY_DN36251_c0_g2_i1	At2g18730	1.2e-92	At2g18730
TRINITY_DN37129_c0_g1_i1	At1g48710	1.4e-30	At1g48710
TRINITY_DN4055_c0_g1_i1	At3g09840	4.4e-114	At3g09840
TRINITY_DN43321_c0_g2_i1	At2g19830	9.3e-32	At2g19830
TRINITY_DN12330_c0_g1_i3	At4g24200	2.6e-21	At4g24200
TRINITY_DN1781_c0_g1_i7	At2g26600	2.5e-37	At2g26600
TRINITY_DN21279_c1_g4_i1	At1g79840	2.0e-42	At1g79840
TRINITY_DN21279_c1_g4_i1	At1g79840	1.8e-06	At1g79840
TRINITY_DN22428_c0_g1_i2	At4g35130	9.1e-19	At4g35130
TRINITY_DN27663_c0_g1_i1	At4g38690	4.9e-65	At4g38690
TRINITY_DN35104_c0_g1_i1	At1g01180	2.7e-15	At1g01180
TRINITY_DN3883_c0_g1_i2	At3g15630	3.0e-14	At3g15630
TRINITY_DN39749_c0_g2_i1	At4g03810	5.3e-51	At4g03810
TRINITY_DN4575_c0_g1_i1	At1g21930	1.4e-30	At1g21930
TRINITY_DN46979_c0_g1_i1	At5g57710	2.1e-31	At5g57710
TRINITY_DN5082_c1_g1_i1	At5g19000	1.6e-15	At5g19000
TRINITY_DN7685_c0_g1_i1	At5g11790	2.5e-53	At5g11790
TRINITY_DN10227_c0_g1_i2	At3g18390	4.5e-42	At3g18390
TRINITY_DN11345_c0_g2_i2	At2g24230	2.3e-70	At2g24230
TRINITY_DN11626_c0_g1_i1	At2g34940	1.5e-42	At2g34940
TRINITY_DN12391_c0_g1_i1	At4g11820	6.7e-38	At4g11820
TRINITY_DN1361_c1_g2_i1	At3g03780	2.2e-73	At3g03780
TRINITY_DN15117_c0_g2_i1	At1g26840	2.5e-21	At1g26840
TRINITY_DN19216_c0_g1_i1	At5g37670	1.8e-30	At5g37670
TRINITY_DN2858_c1_g1_i1	At3g46520	1.3e-54	At3g46520
TRINITY_DN29168_c0_g1_i1	At1g14150	3.0e-46	At1g14150
TRINITY_DN32124_c0_g2_i1	At5g41340	4.6e-47	At5g41340
TRINITY_DN32999_c0_g1_i1	At4g29040	2.2e-110	At4g29040
TRINITY_DN4743_c0_g2_i1	At5g60460	3.9e-14	At5g60460
TRINITY_DN4779_c0_g1_i4	At2g28370	1.3e-17	At2g28370
TRINITY_DN48442_c0_g1_i1	At1g78070	1.1e-13	At1g78070
TRINITY_DN63926_c0_g1_i1	At4g25260	4.3e-29	At4g25260
TRINITY_DN15319_c0_g1_i1	At1g04990	6.9e-11	At1g04990
TRINITY_DN15553_c0_g3_i1	At3g53510	9.8e-90	At3g53510
TRINITY_DN17400_c0_g2_i3	At1g27340	1.2e-39	At1g27340
TRINITY_DN23777_c0_g2_i1	At3g53940	1.8e-75	At3g53940
TRINITY_DN27512_c0_g1_i1	At2g20680	2.9e-65	At2g20680
TRINITY_DN3152_c1_g1_i1	At3g03070	1.1e-35	At3g03070
TRINITY_DN9959_c0_g1_i1	At4g11600	2.1e-55	At4g11600
TRINITY_DN13545_c0_g1_i1	At2g41370	4.8e-28	At2g41370
TRINITY_DN16929_c0_g1_i10	At2g11520	3.5e-79	At2g11520
TRINITY_DN17332_c0_g3_i1	At1g63020_2	3.2e-16	At1g63020_2
TRINITY_DN21373_c0_g1_i1	At3g14870	1.4e-24	At3g14870
TRINITY_DN23431_c0_g1_i1	At2g28400	3.0e-22	At2g28400
TRINITY_DN24470_c0_g3_i1	At3g14770	7.4e-21	At3g14770
TRINITY_DN25153_c0_g3_i1	At5g18270	2.7e-39	At5g18270
TRINITY_DN30587_c0_g1_i1	At3g54800	1.0e-62	At3g54800
TRINITY_DN33043_c0_g2_i1	At1g17720	2.5e-08	At1g17720
TRINITY_DN34570_c0_g1_i12	At4g22140_2	2.5e-08	At4g22140_2
TRINITY_DN35934_c0_g2_i1	At4g15720	4.0e-27	At4g15720
TRINITY_DN4273_c0_g1_i6	At1g34750	3.4e-34	At1g34750
TRINITY_DN44674_c0_g1_i1	At3g29775	2.7e-07	At3g29775
TRINITY_DN5599_c0_g1_i1	At1g01630	1.6e-52	At1g01630
TRINITY_DN5994_c0_g1_i1	At4g15930	9.9e-34	At4g15930
TRINITY_DN6857_c0_g1_i1	At3g01100	2.5e-61	At3g01100
TRINITY_DN11816_c0_g1_i1	At1g24560	6.6e-38	At1g24560
TRINITY_DN13109_c0_g1_i2	At5g13490	1.2e-60	At5g13490
TRINITY_DN1499_c0_g2_i1	At3g08610	4.6e-23	At3g08610
TRINITY_DN15719_c0_g1_i1	At5g07830	8.1e-44	At5g07830
TRINITY_DN1612_c0_g1_i1	At1g80490	5.6e-13	At1g80490
TRINITY_DN18425_c0_g3_i1	At2g36400	3.2e-16	At2g36400
TRINITY_DN19639_c0_g1_i1	At1g68320	1.6e-60	At1g68320
TRINITY_DN20394_c0_g1_i1	At5g67190	2.4e-32	At5g67190
TRINITY_DN21197_c0_g1_i1	At1g71710	5.9e-79	At1g71710
TRINITY_DN23371_c0_g1_i2	At1g74940	3.2e-16	At1g74940
TRINITY_DN25662_c0_g1_i1	At4g26540	1.2e-15	At4g26540
TRINITY_DN29350_c0_g1_i1	At1g06980	1.9e-29	At1g06980
TRINITY_DN41188_c0_g1_i1	At2g20410	1.1e-21	At2g20410
TRINITY_DN43518_c0_g1_i1	At4g16730	2.7e-15	At4g16730
TRINITY_DN449_c0_g1_i7	At3g46010	2.2e-57	At3g46010
TRINITY_DN6164_c0_g5_i1	At4g31180	2.5e-77	At4g31180
TRINITY_DN15693_c0_g1_i1	At1g58250	4.1e-64	At1g58250
TRINITY_DN18694_c0_g2_i1	At4g38010	2.0e-74	At4g38010
TRINITY_DN19935_c0_g2_i3	At3g46950	6.5e-09	At3g46950
TRINITY_DN23256_c0_g4_i1	At4g04410	1.2e-07	At4g04410
TRINITY_DN23481_c0_g1_i1	At3g61680	1.1e-16	At3g61680
TRINITY_DN26689_c0_g1_i1	At4g04450	2.3e-14	At4g04450
TRINITY_DN38540_c0_g1_i1	At1g30410	7.8e-31	At1g30410
TRINITY_DN39249_c0_g2_i1	At5g47380	3.7e-49	At5g47380
TRINITY_DN5314_c0_g1_i3	At2g35900	1.8e-11	At2g35900
TRINITY_DN7004_c0_g1_i1	At1g54160	7.9e-07	At1g54160
TRINITY_DN7660_c0_g2_i1	At2g26350	1.9e-08	At2g26350
TRINITY_DN16154_c1_g2_i1	At5g67230	6.0e-15	At5g67230
TRINITY_DN17407_c0_g2_i1	At5g10080	1.5e-34	At5g10080
TRINITY_DN19079_c0_g1_i1	At2g19600	1.2e-10	At2g19600
TRINITY_DN19578_c0_g2_i1	At3g22810	4.0e-27	At3g22810
TRINITY_DN20218_c0_g1_i1	At5g49430	2.3e-06	At5g49430
TRINITY_DN2793_c0_g1_i1	At5g28750	1.6e-20	At5g28750
TRINITY_DN28708_c0_g1_i1	At1g50480	4.5e-10	At1g50480
TRINITY_DN28919_c0_g4_i1	At4g25270	1.9e-08	At4g25270
TRINITY_DN3663_c0_g3_i1	At2g30470	6.5e-09	At2g30470
TRINITY_DN4785_c0_g1_i2	Hs4502295	4.3e-21	Hs4502295
TRINITY_DN6128_c0_g2_i2	At3g55990	1.5e-45	At3g55990
TRINITY_DN6128_c0_g2_i2	At3g55990	7.9e-15	At3g55990
TRINITY_DN678_c0_g1_i10	At3g15180	1.2e-07	At3g15180
TRINITY_DN9698_c0_g2_i1	At2g17200	8.4e-17	At2g17200
TRINITY_DN20347_c0_g2_i1	At5g64030	2.8e-113	At5g64030
TRINITY_DN21040_c0_g1_i3	At4g29010	6.6e-38	At4g29010
TRINITY_DN21583_c0_g2_i1	At3g47530	3.9e-22	At3g47530
TRINITY_DN23611_c0_g3_i2	At5g57010	3.4e-26	At5g57010
TRINITY_DN24024_c0_g4_i1	At2g38940	3.2e-69	At2g38940
TRINITY_DN36663_c0_g1_i1	At5g50150	5.7e-106	At5g50150
TRINITY_DN3883_c0_g1_i3	At1g52720	2.8e-12	At1g52720
TRINITY_DN4864_c0_g1_i7	At3g25220	1.3e-49	At3g25220
TRINITY_DN5094_c2_g1_i3	At4g37420	1.3e-65	At4g37420
TRINITY_DN60462_c0_g1_i1	At2g24840	5.1e-06	At2g24840
TRINITY_DN7475_c1_g1_i1	At1g70940	1.5e-18	At1g70940
TRINITY_DN121_c0_g2_i2	At2g31490	5.1e-30	At2g31490
TRINITY_DN12471_c0_g2_i1	At3g05010	6.4e-25	At3g05010
TRINITY_DN1634_c0_g1_i1	AtCh020	8.7e-22	AtCh020
TRINITY_DN18420_c0_g1_i1	At4g28300	4.9e-33	At4g28300
TRINITY_DN18504_c0_g1_i1	At1g32930	4.2e-93	At1g32930
TRINITY_DN2055_c0_g2_i2	At5g63270	2.4e-16	At5g63270
TRINITY_DN2079_c0_g1_i1	At4g23400	1.2e-95	At4g23400
TRINITY_DN21268_c0_g1_i2	At1g80830	1.2e-52	At1g80830
TRINITY_DN21268_c0_g1_i2	At1g80830	9.3e-08	At1g80830
TRINITY_DN2219_c0_g1_i1	At4g31730	3.2e-16	At4g31730
TRINITY_DN30066_c0_g1_i1	At5g17490	4.4e-18	At5g17490
TRINITY_DN30093_c0_g2_i1	At1g54100	9.6e-13	At1g54100
TRINITY_DN31292_c0_g2_i1	At2g02980	8.5e-78	At2g02980
TRINITY_DN59150_c0_g1_i1	At3g22120	1.9e-29	At3g22120
TRINITY_DN7973_c0_g1_i4	At5g34850	3.8e-54	At5g34850
TRINITY_DN8241_c1_g1_i1	At5g27650	1.4e-08	At5g27650
TRINITY_DN1054_c0_g1_i3	At1g57760	2.3e-06	At1g57760
TRINITY_DN12904_c0_g4_i1	At5g14310	7.0e-40	At5g14310
TRINITY_DN13996_c2_g1_i4	At1g05870	1.1e-13	At1g05870
TRINITY_DN16628_c0_g3_i1	At5g16790	7.8e-23	At5g16790
TRINITY_DN18766_c0_g1_i1	At2g26490	3.1e-27	At2g26490
TRINITY_DN21177_c0_g4_i1	At3g13900	2.7e-100	At3g13900
TRINITY_DN2216_c0_g1_i1	At3g13460	1.3e-49	At3g13460
TRINITY_DN38830_c0_g1_i1	At3g61700	1.0e-14	At3g61700
TRINITY_DN3932_c0_g1_i1	YJR121w	7.1e-24	YJR121w
TRINITY_DN49476_c0_g1_i1	At1g05680	2.6e-34	At1g05680
TRINITY_DN8053_c0_g1_i1	At3g05810	6.2e-28	At3g05810
TRINITY_DN866_c0_g1_i4	At3g10620	2.3e-62	At3g10620
TRINITY_DN10305_c0_g1_i3	At1g54160	8.9e-11	At1g54160
TRINITY_DN12705_c0_g1_i1	At2g34570	6.3e-49	At2g34570
TRINITY_DN16850_c0_g2_i12	At5g44280	9.5e-45	At5g44280
TRINITY_DN19858_c0_g1_i2	At2g20480	2.6e-10	At2g20480
TRINITY_DN1990_c0_g1_i3	At2g27530	2.6e-71	At2g27530
TRINITY_DN26839_c0_g2_i1	At1g67730_2	1.1e-53	At1g67730_2
TRINITY_DN29346_c0_g3_i1	At2g38330	9.2e-08	At2g38330
TRINITY_DN3118_c0_g1_i1	At3g51160	8.8e-75	At3g51160
TRINITY_DN38030_c0_g1_i1	At1g22850	5.2e-11	At1g22850
TRINITY_DN4135_c0_g2_i1	At3g50830	8.8e-51	At3g50830
TRINITY_DN437_c0_g2_i3	At4g32390	2.6e-66	At4g32390
TRINITY_DN43847_c0_g1_i3	At5g19850_2	2.3e-30	At5g19850_2
TRINITY_DN62227_c0_g1_i1	At1g52080	2.0e-18	At1g52080
TRINITY_DN7072_c0_g3_i1	At2g40090	2.0e-18	At2g40090
TRINITY_DN7208_c0_g1_i1	At5g42500	7.3e-21	At5g42500
TRINITY_DN8714_c0_g1_i1	At1g74950	1.5e-13	At1g74950
TRINITY_DN10085_c0_g2_i1	At2g25110	3.7e-57	At2g25110
TRINITY_DN11399_c0_g2_i2	At1g31670	3.5e-31	At1g31670
TRINITY_DN14397_c1_g1_i1	At3g14420	2.7e-108	At3g14420
TRINITY_DN15984_c0_g1_i1	At3g12830	7.5e-18	At3g12830
TRINITY_DN16054_c0_g1_i1	At2g26870	2.3e-35	At2g26870
TRINITY_DN16391_c0_g1_i1	At1g22060	1.9e-21	At1g22060
TRINITY_DN17057_c0_g1_i1	At2g33420	8.6e-38	At2g33420
TRINITY_DN25692_c0_g1_i1	At3g07270	6.1e-44	At3g07270
TRINITY_DN26719_c0_g1_i1	At4g25270	1.2e-15	At4g25270
TRINITY_DN61943_c0_g1_i1	At1g50060	1.5e-42	At1g50060
TRINITY_DN8607_c1_g2_i1	At1g69780	9.5e-37	At1g69780
TRINITY_DN8950_c0_g2_i1	At5g20890	6.1e-68	At5g20890
TRINITY_DN11679_c0_g1_i3	At1g69930	7.5e-18	At1g69930
TRINITY_DN12291_c0_g2_i1	At4g08180	8.0e-44	At4g08180
TRINITY_DN13490_c0_g1_i1	At4g29080	3.9e-14	At4g29080
TRINITY_DN1477_c1_g2_i3	At5g59780	6.4e-25	At5g59780
TRINITY_DN1477_c1_g2_i3	At5g59780	2.4e-08	At5g59780
TRINITY_DN16425_c0_g1_i1	At1g23870	3.6e-44	At1g23870
TRINITY_DN23476_c0_g1_i1	At1g20340	1.9e-45	At1g20340
TRINITY_DN3111_c0_g1_i2	At4g03430	1.2e-28	At4g03430
TRINITY_DN519_c0_g1_i1	At3g61110	1.4e-43	At3g61110
TRINITY_DN6806_c0_g3_i1	At1g70060	6.8e-27	At1g70060
TRINITY_DN8734_c0_g1_i1	At1g69040	5.2e-27	At1g69040
TRINITY_DN9382_c1_g1_i2	At5g60600	7.0e-64	At5g60600
TRINITY_DN9382_c1_g1_i2	At5g60600	1.7e-25	At5g60600
TRINITY_DN15150_c0_g1_i1	At5g36120	3.7e-33	At5g36120
TRINITY_DN16343_c0_g1_i3	At5g24520	1.5e-29	At5g24520
TRINITY_DN18267_c0_g1_i1	At2g07010	2.3e-14	At2g07010
TRINITY_DN25348_c0_g1_i1	At5g02640	4.6e-07	At5g02640
TRINITY_DN5205_c0_g1_i1	At5g41700	1.4e-40	At5g41700
TRINITY_DN58843_c0_g1_i1	At4g02730	2.4e-24	At4g02730
TRINITY_DN6181_c0_g1_i1	At1g22360	3.7e-73	At1g22360
TRINITY_DN7827_c0_g1_i3	At2g16530	2.4e-16	At2g16530
TRINITY_DN10544_c0_g1_i2	At3g56850	4.0e-11	At3g56850
TRINITY_DN16526_c0_g1_i1	Hs21389469	7.5e-10	Hs21389469
TRINITY_DN19518_c0_g2_i1	At1g11265	1.4e-11	At1g11265
TRINITY_DN21105_c0_g1_i1	At3g18970	1.8e-19	At3g18970
TRINITY_DN2114_c0_g2_i1	At3g45610	5.4e-24	At3g45610
