herb_id	gene	COG_id	COG_evalue	COG_description
110	TRINITY_DN4643_c0_g1_i4	gi|428777167|ref|YP_007168954.1|	5.80E-25	gi|428777167|ref|YP_007168954.1| acid phosphatase/vanadium-dependent haloperoxidase-like protein [Halothece sp. PCC 7418]
110	TRINITY_DN7220_c0_g2_i1	gi|383766144|ref|YP_005445125.1|	1.60E-14	gi|383766144|ref|YP_005445125.1| UDP-glucose 4-epimerase [Phycisphaera mikurensis NBRC 102666]
110	TRINITY_DN793_c0_g2_i1	gi|307151772|ref|YP_003887156.1|	4.00E-10	gi|307151772|ref|YP_003887156.1| glutathione S-transferase [Cyanothece sp. PCC 7822]
110	TRINITY_DN1046_c1_g1_i2	gi|434392107|ref|YP_007127054.1|	5.10E-37	gi|434392107|ref|YP_007127054.1| histidine ammonia-lyase [Gloeocapsa sp. PCC 7428]
110	TRINITY_DN3143_c0_g1_i1	gi|15605503|ref|NP_220289.1|	9.90E-09	gi|15605503|ref|NP_220289.1| Acyl Carrier Protein Synthase [Chlamydia trachomatis D/UW-3/CX]
110	TRINITY_DN184_c0_g2_i6	gi|18978191|ref|NP_579548.1|	2.30E-29	gi|18978191|ref|NP_579548.1| 30S ribosomal protein S3 [Pyrococcus furiosus DSM 3638]
110	TRINITY_DN60369_c0_g1_i1	gi|393201776|ref|YP_006463618.1|	1.50E-17	gi|393201776|ref|YP_006463618.1| serine/threonine protein kinase [Solibacillus silvestris StLB046]
110	TRINITY_DN6939_c0_g1_i1	gi|427726118|ref|YP_007073395.1|	5.80E-41	gi|427726118|ref|YP_007073395.1| 50S ribosomal protein L17 [Leptolyngbya sp. PCC 7376]
110	TRINITY_DN8946_c0_g1_i1	gi|428317916|ref|YP_007115798.1|	6.00E-14	"gi|428317916|ref|YP_007115798.1| Protein of unknown function DUF2232, membrane [Oscillatoria nigro-viridis PCC 7112]"
110	TRINITY_DN10475_c0_g1_i6	gi|383453346|ref|YP_005367335.1|	2.40E-23	gi|383453346|ref|YP_005367335.1| putative glutathione S-transferase [Corallococcus coralloides DSM 2259]
110	TRINITY_DN13533_c0_g1_i2	gi|307545594|ref|YP_003898073.1|	1.60E-14	gi|307545594|ref|YP_003898073.1| hypothetical protein HELO_3004 [Halomonas elongata DSM 2581]
110	TRINITY_DN15286_c0_g3_i1	gi|384145927|ref|YP_005528743.1|	7.10E-23	gi|384145927|ref|YP_005528743.1| FAD-binding dehydrogenase [Amycolatopsis mediterranei S699]
110	TRINITY_DN15496_c0_g3_i1	gi|218779469|ref|YP_002430787.1|	4.90E-24	gi|218779469|ref|YP_002430787.1| peptidase S10 serine carboxypeptidase [Desulfatibacillum alkenivorans AK-01]
110	TRINITY_DN15681_c0_g1_i1	gi|296271939|ref|YP_003654570.1|	7.30E-20	gi|296271939|ref|YP_003654570.1| cyanate lyase [Arcobacter nitrofigilis DSM 7299]
110	TRINITY_DN18147_c1_g1_i1	gi|427722688|ref|YP_007069965.1|	1.50E-09	gi|427722688|ref|YP_007069965.1| small GTP-binding protein [Leptolyngbya sp. PCC 7376]
110	TRINITY_DN3321_c0_g1_i13	gi|427734553|ref|YP_007054097.1|	5.40E-15	gi|427734553|ref|YP_007054097.1| small GTP-binding protein domain-containing protein [Rivularia sp. PCC 7116]
110	TRINITY_DN1275_c0_g1_i1	gi|340789069|ref|YP_004754534.1|	3.90E-13	gi|340789069|ref|YP_004754534.1| hypothetical protein CFU_3888 [Collimonas fungivorans Ter331]
110	TRINITY_DN13120_c0_g2_i1	gi|289596466|ref|YP_003483162.1|	3.10E-55	gi|289596466|ref|YP_003483162.1| CTP synthase [Aciduliprofundum boonei T469]
110	TRINITY_DN2563_c1_g2_i3	gi|221638805|ref|YP_002525067.1|	4.90E-24	gi|221638805|ref|YP_002525067.1| Histone deacetylase superfamily [Rhodobacter sphaeroides KD131]
110	TRINITY_DN14778_c0_g1_i1	gi|430742193|ref|YP_007201322.1|	5.90E-78	"gi|430742193|ref|YP_007201322.1| membrane protease subunit, stomatin/prohibitin [Singulisphaera acidiphila DSM 18658]"
110	TRINITY_DN1483_c1_g2_i2	gi|427722688|ref|YP_007069965.1|	5.80E-09	gi|427722688|ref|YP_007069965.1| small GTP-binding protein [Leptolyngbya sp. PCC 7376]
110	TRINITY_DN1594_c0_g1_i1	gi|186683200|ref|YP_001866396.1|	6.90E-18	gi|186683200|ref|YP_001866396.1| signal transduction protein [Nostoc punctiforme PCC 73102]
110	TRINITY_DN30420_c0_g2_i3	gi|116626368|ref|YP_828524.1|	1.40E-07	gi|116626368|ref|YP_828524.1| phospholipase C [Candidatus Solibacter usitatus Ellin6076]
110	TRINITY_DN5472_c1_g2_i1	gi|557694295|ref|YP_008797349.1|	1.20E-57	gi|557694295|ref|YP_008797349.1| Ca2+-transporting ATPase [Candidatus Caldiarchaeum subterraneum]
110	TRINITY_DN1281_c0_g1_i2	gi|11499469|ref|NP_070710.1|	7.60E-09	gi|11499469|ref|NP_070710.1| DNA-directed RNA polymerase subunit H [Archaeoglobus fulgidus DSM 4304]
110	TRINITY_DN41378_c0_g1_i1	gi|22298540|ref|NP_681787.1|	8.90E-18	gi|22298540|ref|NP_681787.1| histidine triad nucleotide-binding protein [Thermosynechococcus elongatus BP-1]
110	TRINITY_DN9947_c0_g1_i4	gi|183220814|ref|YP_001838810.1|	8.90E-10	gi|183220814|ref|YP_001838810.1| hypothetical protein LEPBI_I1426 [Leptospira biflexa serovar Patoc strain 'Patoc 1 (Paris)']
110	TRINITY_DN1310_c0_g1_i4	gi|297527407|ref|YP_003669431.1|	2.00E-62	gi|297527407|ref|YP_003669431.1| 50S ribosomal protein L2 [Staphylothermus hellenicus DSM 12710]
110	TRINITY_DN131_c0_g2_i1	gi|296243093|ref|YP_003650580.1|	3.70E-24	gi|296243093|ref|YP_003650580.1| dITPase [Thermosphaera aggregans DSM 11486]
110	TRINITY_DN15610_c0_g1_i1	gi|15605099|ref|NP_219884.1|	5.10E-21	gi|15605099|ref|NP_219884.1| predicted D-Amino Acid Dehydrogenase [Chlamydia trachomatis D/UW-3/CX]
110	TRINITY_DN17639_c0_g2_i1	gi|404498232|ref|YP_006722338.1|	4.10E-39	gi|404498232|ref|YP_006722338.1| PEP synthetase regulatory protein [Geobacter metallireducens GS-15]
110	TRINITY_DN512_c0_g1_i4	gi|37522258|ref|NP_925635.1|	4.30E-12	gi|37522258|ref|NP_925635.1| hypothetical protein gll2689 [Gloeobacter violaceus PCC 7421]
110	TRINITY_DN2178_c0_g1_i2	gi|194334464|ref|YP_002016324.1|	2.40E-39	gi|194334464|ref|YP_002016324.1| alanine racemase domain-containing protein [Prosthecochloris aestuarii DSM 271]
110	TRINITY_DN44_c0_g1_i2	gi|330823937|ref|YP_004387240.1|	2.00E-09	gi|330823937|ref|YP_004387240.1| chaperone protein DnaJ [Alicycliphilus denitrificans K601]
110	TRINITY_DN7658_c0_g2_i1	gi|440684214|ref|YP_007159009.1|	2.00E-65	gi|440684214|ref|YP_007159009.1| 60 kDa chaperonin [Anabaena cylindrica PCC 7122]
110	TRINITY_DN10014_c0_g1_i2	gi|108802907|ref|YP_642844.1|	4.90E-24	gi|108802907|ref|YP_642844.1| glucose-6-phosphate 1-dehydrogenase [Rubrobacter xylanophilus DSM 9941]
110	TRINITY_DN14370_c0_g1_i2	gi|154244774|ref|YP_001415732.1|	1.20E-17	gi|154244774|ref|YP_001415732.1| sugar transporter [Xanthobacter autotrophicus Py2]
110	TRINITY_DN2859_c0_g1_i1	gi|256830448|ref|YP_003159176.1|	8.30E-16	gi|256830448|ref|YP_003159176.1| heat shock protein Hsp20 [Desulfomicrobium baculatum DSM 4028]
110	TRINITY_DN3007_c0_g2_i1	gi|385809238|ref|YP_005845634.1|	4.80E-48	gi|385809238|ref|YP_005845634.1| peptidyl-prolyl cis-trans isomerase A [Ignavibacterium album JCM 16511]
110	TRINITY_DN41305_c0_g3_i4	gi|428208503|ref|YP_007092856.1|	5.00E-29	gi|428208503|ref|YP_007092856.1| tRNA (guanine-N(7)-)-methyltransferase [Chroococcidiopsis thermalis PCC 7203]
110	TRINITY_DN4816_c0_g2_i1	gi|114567613|ref|YP_754767.1|	3.50E-06	gi|114567613|ref|YP_754767.1| thiamine pyrophosphokinase [Syntrophomonas wolfei subsp. wolfei str. Goettingen]
110	TRINITY_DN677_c0_g1_i4	gi|383452680|ref|YP_005366669.1|	4.60E-75	gi|383452680|ref|YP_005366669.1| peptidyl-prolyl cis-trans isomerase [Corallococcus coralloides DSM 2259]
110	TRINITY_DN15278_c0_g1_i2	gi|91787132|ref|YP_548084.1|	8.60E-21	gi|91787132|ref|YP_548084.1| serine/threonine protein kinase [Polaromonas sp. JS666]
110	TRINITY_DN551_c1_g1_i1	gi|428320032|ref|YP_007117914.1|	4.40E-49	gi|428320032|ref|YP_007117914.1| SSU ribosomal protein S5P [Oscillatoria nigro-viridis PCC 7112]
110	TRINITY_DN1315_c0_g1_i3	gi|39936689|ref|NP_948965.1|	1.60E-30	gi|39936689|ref|NP_948965.1| glutathione peroxidase [Rhodopseudomonas palustris CGA009]
110	TRINITY_DN2816_c0_g1_i2	gi|330813990|ref|YP_004358229.1|	1.20E-46	gi|330813990|ref|YP_004358229.1| NADH-ubiquinone oxidoreductase subunit I [Candidatus Pelagibacter sp. IMCC9063]
110	TRINITY_DN11729_c0_g1_i1	gi|434388879|ref|YP_007099490.1|	4.10E-07	gi|434388879|ref|YP_007099490.1| putative photosystem II stability/assembly factor-like protein [Chamaesiphon minutus PCC 6605]
110	TRINITY_DN6615_c0_g1_i2	gi|307152253|ref|YP_003887637.1|	7.20E-28	gi|307152253|ref|YP_003887637.1| nitrogen regulatory protein P-II [Cyanothece sp. PCC 7822]
110	TRINITY_DN22016_c1_g2_i2	gi|389871503|ref|YP_006378922.1|	2.20E-08	gi|389871503|ref|YP_006378922.1| putative iron/ascorbate oxidoreductase [Advenella kashmirensis WT001]
110	TRINITY_DN53416_c0_g1_i1	gi|117926898|ref|YP_867515.1|	3.20E-84	gi|117926898|ref|YP_867515.1| proton-translocating NADH-quinone oxidoreductase subunit L [Magnetococcus marinus MC-1]
110	TRINITY_DN5361_c0_g1_i1	gi|116622793|ref|YP_824949.1|	2.30E-13	gi|116622793|ref|YP_824949.1| serine/threonine protein kinase [Candidatus Solibacter usitatus Ellin6076]
110	TRINITY_DN8684_c0_g1_i1	gi|511059183|ref|YP_008071068.1|	8.80E-18	gi|511059183|ref|YP_008071068.1| 30S ribosomal protein S3Ae [Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1]
110	TRINITY_DN1053_c0_g2_i1	gi|428204748|ref|YP_007100374.1|	1.60E-67	gi|428204748|ref|YP_007100374.1| hypothetical protein Chro_5628 [Chroococcidiopsis thermalis PCC 7203]
110	TRINITY_DN11798_c0_g1_i3	gi|428305492|ref|YP_007142317.1|	7.40E-57	gi|428305492|ref|YP_007142317.1| alpha/beta fold family hydrolase [Crinalium epipsammum PCC 9333]
110	TRINITY_DN8412_c0_g1_i1	gi|15678563|ref|NP_275678.1|	1.40E-26	gi|15678563|ref|NP_275678.1| methionine sulfoxide reductase A [Methanothermobacter thermautotrophicus str. Delta H]
110	TRINITY_DN17141_c0_g1_i1	gi|166363631|ref|YP_001655904.1|	9.10E-07	gi|166363631|ref|YP_001655904.1| putative acetyltransferase [Microcystis aeruginosa NIES-843]
110	TRINITY_DN2499_c0_g2_i3	gi|110639481|ref|YP_679690.1|	1.60E-56	gi|110639481|ref|YP_679690.1| inorganic pyrophosphatase [Cytophaga hutchinsonii ATCC 33406]
110	TRINITY_DN12310_c0_g1_i4	gi|166368124|ref|YP_001660397.1|	1.80E-39	gi|166368124|ref|YP_001660397.1| tRNA/rRNA methyltransferase [Microcystis aeruginosa NIES-843]
110	TRINITY_DN18581_c0_g1_i1	gi|336118363|ref|YP_004573132.1|	1.60E-06	gi|336118363|ref|YP_004573132.1| flavin-containing monooxygenase [Microlunatus phosphovorus NM-1]
110	TRINITY_DN37297_c0_g1_i6	gi|298674525|ref|YP_003726275.1|	1.20E-06	gi|298674525|ref|YP_003726275.1| DNA-directed RNA polymerase [Methanohalobium evestigatum Z-7303]
110	TRINITY_DN11936_c0_g2_i1	gi|320352561|ref|YP_004193900.1|	9.40E-28	gi|320352561|ref|YP_004193900.1| FHA modulated ABC efflux pump with fused ATPase and integral membrane subunits [Desulfobulbus propionicus DSM 2032]
110	TRINITY_DN1519_c2_g1_i1	gi|284037855|ref|YP_003387785.1|	3.10E-23	gi|284037855|ref|YP_003387785.1| K potassium transporter [Spirosoma linguale DSM 74]
110	TRINITY_DN222_c0_g1_i3	gi|322834007|ref|YP_004214034.1|	1.10E-47	gi|322834007|ref|YP_004214034.1| adenine phosphoribosyltransferase [Rahnella sp. Y9602]
110	TRINITY_DN233_c0_g1_i1	gi|57641463|ref|YP_183941.1|	1.70E-37	gi|57641463|ref|YP_183941.1| 50S ribosomal protein L5 [Thermococcus kodakarensis KOD1]
110	TRINITY_DN5232_c0_g1_i2	gi|390951582|ref|YP_006415341.1|	3.70E-32	gi|390951582|ref|YP_006415341.1| lactoylglutathione lyase-like lyase [Thiocystis violascens DSM 198]
110	TRINITY_DN6264_c0_g1_i4	gi|219849378|ref|YP_002463811.1|	3.80E-21	gi|219849378|ref|YP_002463811.1| peptidyl-tRNA hydrolase [Chloroflexus aggregans DSM 9485]
110	TRINITY_DN19781_c0_g2_i1	gi|389873647|ref|YP_006381066.1|	2.50E-49	gi|389873647|ref|YP_006381066.1| NAD(P)H:quinone oxidoreductase [Advenella kashmirensis WT001]
110	TRINITY_DN7366_c0_g2_i1	gi|225849460|ref|YP_002729625.1|	6.50E-29	"gi|225849460|ref|YP_002729625.1| 2,3-diketo-5-methylthio-1-phosphopentane phosphatase [Sulfurihydrogenibium azorense Az-Fu1]"
110	TRINITY_DN12139_c0_g1_i8	gi|297622976|ref|YP_003704410.1|	3.40E-62	gi|297622976|ref|YP_003704410.1| adenylylsulfate kinase [Truepera radiovictrix DSM 17093]
110	TRINITY_DN257_c0_g2_i3	gi|427711526|ref|YP_007060150.1|	5.90E-38	gi|427711526|ref|YP_007060150.1| beta-hydroxyacyl-(ACP) dehydratase FabZ [Synechococcus sp. PCC 6312]
110	TRINITY_DN3679_c1_g2_i1	gi|343087264|ref|YP_004776559.1|	1.40E-44	gi|343087264|ref|YP_004776559.1| short-chain dehydrogenase/reductase SDR [Cyclobacterium marinum DSM 745]
110	TRINITY_DN4830_c0_g1_i2	gi|22297811|ref|NP_681058.1|	4.90E-53	gi|22297811|ref|NP_681058.1| nucleoside diphosphate kinase [Thermosynechococcus elongatus BP-1]
110	TRINITY_DN10346_c0_g3_i1	gi|521467555|ref|YP_008154989.1|	4.70E-11	gi|521467555|ref|YP_008154989.1| hypothetical protein SCE1572_43185 [Sorangium cellulosum So0157-2]
110	TRINITY_DN10346_c0_g3_i1	gi|521467555|ref|YP_008154989.1|	2.00E-06	gi|521467555|ref|YP_008154989.1| hypothetical protein SCE1572_43185 [Sorangium cellulosum So0157-2]
110	TRINITY_DN2558_c0_g1_i1	gi|15615067|ref|NP_243370.1|	2.70E-11	gi|15615067|ref|NP_243370.1| serine/threonine protein kinase [Bacillus halodurans C-125]
110	TRINITY_DN45119_c0_g1_i1	gi|330813672|ref|YP_004357911.1|	1.00E-50	gi|330813672|ref|YP_004357911.1| ATP synthase subunit A [Candidatus Pelagibacter sp. IMCC9063]
110	TRINITY_DN1850_c0_g1_i7	gi|530779864|ref|YP_008431664.1|	4.50E-22	gi|530779864|ref|YP_008431664.1| hypothetical protein N186_01315 [Thermofilum sp. 1910b]
110	TRINITY_DN557_c0_g3_i1	gi|108760025|ref|YP_634186.1|	1.20E-62	gi|108760025|ref|YP_634186.1| heat shock protein 90 [Myxococcus xanthus DK 1622]
110	TRINITY_DN7464_c0_g1_i1	gi|170290521|ref|YP_001737337.1|	7.60E-30	gi|170290521|ref|YP_001737337.1| small GTP-binding protein [Candidatus Korarchaeum cryptofilum OPF8]
110	TRINITY_DN29652_c0_g3_i1	gi|434397875|ref|YP_007131879.1|	5.90E-06	gi|434397875|ref|YP_007131879.1| GCN5-related N-acetyltransferase [Stanieria cyanosphaera PCC 7437]
110	TRINITY_DN860_c0_g1_i1	gi|392381408|ref|YP_005030605.1|	1.50E-09	"gi|392381408|ref|YP_005030605.1| ATP synthase, F1 sector, epsilon subunit epsilon [Azospirillum brasilense Sp245]"
110	TRINITY_DN1378_c0_g1_i6	gi|479131254|ref|YP_005071214.1|	1.90E-12	gi|479131254|ref|YP_005071214.1| Ras family small GTPase [Arthrospira platensis NIES-39]
110	TRINITY_DN4239_c0_g2_i8	gi|283781101|ref|YP_003371856.1|	9.40E-12	gi|283781101|ref|YP_003371856.1| serine/threonine protein kinase with WD40 repeats [Pirellula staleyi DSM 6068]
110	TRINITY_DN5301_c0_g1_i1	gi|37522258|ref|NP_925635.1|	5.00E-13	gi|37522258|ref|NP_925635.1| hypothetical protein gll2689 [Gloeobacter violaceus PCC 7421]
110	TRINITY_DN7614_c0_g1_i1	gi|302339380|ref|YP_003804586.1|	1.50E-17	gi|302339380|ref|YP_003804586.1| methionyl-tRNA synthetase [Spirochaeta smaragdinae DSM 11293]
110	TRINITY_DN1039_c0_g2_i1	gi|124485198|ref|YP_001029814.1|	5.80E-38	gi|124485198|ref|YP_001029814.1| hypothetical protein Mlab_0371 [Methanocorpusculum labreanum Z]
110	TRINITY_DN18155_c0_g2_i3	gi|224372409|ref|YP_002606781.1|	7.40E-17	gi|224372409|ref|YP_002606781.1| deoxyuridine 5'-triphosphate nucleotidohydrolase [Nautilia profundicola AmH]
110	TRINITY_DN37927_c0_g3_i1	gi|383754583|ref|YP_005433486.1|	6.00E-19	gi|383754583|ref|YP_005433486.1| putative serine/threonine protein kinase with PASTA sensor [Selenomonas ruminantium subsp. lactilytica TAM6421]
110	TRINITY_DN45456_c1_g2_i2	gi|336117644|ref|YP_004572412.1|	7.60E-22	gi|336117644|ref|YP_004572412.1| oxidoreductase [Microlunatus phosphovorus NM-1]
110	TRINITY_DN13617_c0_g1_i2	gi|256424528|ref|YP_003125181.1|	8.10E-48	gi|256424528|ref|YP_003125181.1| chitinase [Chitinophaga pinensis DSM 2588]
110	TRINITY_DN7464_c0_g1_i3	gi|170290521|ref|YP_001737337.1|	5.80E-30	gi|170290521|ref|YP_001737337.1| small GTP-binding protein [Candidatus Korarchaeum cryptofilum OPF8]
110	TRINITY_DN10085_c0_g1_i3	gi|332671829|ref|YP_004454837.1|	3.20E-28	gi|332671829|ref|YP_004454837.1| hypothetical protein Celf_3337 [Cellulomonas fimi ATCC 484]
110	TRINITY_DN21865_c0_g1_i1	gi|302343552|ref|YP_003808081.1|	1.60E-125	gi|302343552|ref|YP_003808081.1| acetate/CoA ligase [Desulfarculus baarsii DSM 2075]
110	TRINITY_DN6816_c0_g1_i1	gi|209964572|ref|YP_002297487.1|	2.10E-24	gi|209964572|ref|YP_002297487.1| hypothetical protein RC1_1267 [Rhodospirillum centenum SW]
110	TRINITY_DN12143_c0_g2_i1	gi|428224325|ref|YP_007108422.1|	7.30E-41	gi|428224325|ref|YP_007108422.1| NAD-dependent epimerase/dehydratase [Geitlerinema sp. PCC 7407]
110	TRINITY_DN2243_c0_g1_i1	gi|325960113|ref|YP_004291579.1|	5.80E-14	gi|325960113|ref|YP_004291579.1| 50S ribosomal protein L30e [Methanobacterium sp. AL-21]
110	TRINITY_DN28855_c0_g1_i1	gi|428204608|ref|YP_007083197.1|	2.10E-72	gi|428204608|ref|YP_007083197.1| Rieske Fe-S protein [Pleurocapsa sp. PCC 7327]
110	TRINITY_DN3501_c1_g1_i1	gi|530780467|ref|YP_008432274.1|	2.00E-46	gi|530780467|ref|YP_008432274.1| elongation factor 1-alpha [Thermofilum sp. 1910b]
110	TRINITY_DN21858_c0_g1_i6	gi|218781433|ref|YP_002432751.1|	4.40E-30	gi|218781433|ref|YP_002432751.1| serine/threonine protein kinase [Desulfatibacillum alkenivorans AK-01]
110	TRINITY_DN4920_c0_g1_i1	gi|374996140|ref|YP_004971639.1|	1.50E-33	gi|374996140|ref|YP_004971639.1| plasma-membrane calcium-translocating P-type ATPase [Desulfosporosinus orientis DSM 765]
110	TRINITY_DN12565_c0_g1_i4	gi|428304858|ref|YP_007141683.1|	4.00E-15	gi|428304858|ref|YP_007141683.1| heat shock protein DnaJ domain-containing protein [Crinalium epipsammum PCC 9333]
110	TRINITY_DN1962_c0_g1_i6	gi|189218303|ref|YP_001938945.1|	1.50E-06	gi|189218303|ref|YP_001938945.1| RNA-binding protein (RRM domain) [Methylacidiphilum infernorum V4]
110	TRINITY_DN232_c0_g1_i1	gi|17232133|ref|NP_488681.1|	2.60E-83	gi|17232133|ref|NP_488681.1| peroxiredoxin [Nostoc sp. PCC 7120]
110	TRINITY_DN48447_c0_g1_i1	gi|37520126|ref|NP_923503.1|	1.90E-49	gi|37520126|ref|NP_923503.1| hypothetical protein gll0557 [Gloeobacter violaceus PCC 7421]
110	TRINITY_DN20276_c1_g1_i1	gi|15669446|ref|NP_248256.1|	4.50E-14	gi|15669446|ref|NP_248256.1| 30S ribosomal protein S6e [Methanocaldococcus jannaschii DSM 2661]
110	TRINITY_DN3426_c0_g1_i1	gi|166363471|ref|YP_001655744.1|	4.50E-14	gi|166363471|ref|YP_001655744.1| hypothetical protein MAE_07300 [Microcystis aeruginosa NIES-843]
110	TRINITY_DN4814_c0_g1_i1	gi|147919477|ref|YP_686783.1|	3.40E-22	"gi|147919477|ref|YP_686783.1| 20S proteasome, beta subunit [Methanocella arvoryzae MRE50]"
110	TRINITY_DN10154_c0_g1_i2	gi|389860550|ref|YP_006362789.1|	2.80E-16	gi|389860550|ref|YP_006362789.1| Proteasome beta subunit [Thermogladius cellulolyticus 1633]
110	TRINITY_DN967_c0_g1_i2	gi|374287509|ref|YP_005034594.1|	1.20E-40	gi|374287509|ref|YP_005034594.1| glutathione peroxidase [Bacteriovorax marinus SJ]
110	TRINITY_DN17795_c0_g3_i2	gi|289449791|ref|YP_003474537.1|	2.30E-31	gi|289449791|ref|YP_003474537.1| DNA-directed RNA polymerase subunit beta' [Clostridiales genomosp. BVAB3 str. UPII9-5]
110	TRINITY_DN3007_c0_g1_i3	gi|385809238|ref|YP_005845634.1|	4.00E-47	gi|385809238|ref|YP_005845634.1| peptidyl-prolyl cis-trans isomerase A [Ignavibacterium album JCM 16511]
110	TRINITY_DN32994_c0_g1_i1	gi|427734805|ref|YP_007054349.1|	4.70E-32	gi|427734805|ref|YP_007054349.1| PPOX class FMN-dependent protein [Rivularia sp. PCC 7116]
110	TRINITY_DN3844_c0_g1_i1	gi|268317750|ref|YP_003291469.1|	5.50E-57	gi|268317750|ref|YP_003291469.1| AMP-dependent synthetase and ligase [Rhodothermus marinus DSM 4252]
110	TRINITY_DN11711_c0_g2_i1	gi|188585171|ref|YP_001916716.1|	1.50E-22	gi|188585171|ref|YP_001916716.1| GTP-binding protein Obg/CgtA [Natranaerobius thermophilus JW/NM-WN-LF]
110	TRINITY_DN1891_c0_g1_i2	gi|88608136|ref|YP_506317.1|	1.90E-73	gi|88608136|ref|YP_506317.1| NADH dehydrogenase subunit B [Neorickettsia sennetsu str. Miyayama]
110	TRINITY_DN19235_c0_g1_i6	gi|434399699|ref|YP_007133703.1|	2.10E-11	gi|434399699|ref|YP_007133703.1| ATP synthase subunit delta [Stanieria cyanosphaera PCC 7437]
110	TRINITY_DN23610_c0_g1_i2	gi|383456526|ref|YP_005370515.1|	3.20E-12	gi|383456526|ref|YP_005370515.1| hypothetical protein COCOR_04549 [Corallococcus coralloides DSM 2259]
110	TRINITY_DN1231_c1_g1_i1	gi|397690231|ref|YP_006527485.1|	6.20E-24	gi|397690231|ref|YP_006527485.1| serine/threonine protein kinase with PASTA sensor(s) [Melioribacter roseus P3M-2]
110	TRINITY_DN2331_c0_g1_i6	gi|434391106|ref|YP_007126053.1|	1.20E-32	gi|434391106|ref|YP_007126053.1| ferredoxin (2Fe-2S) [Gloeocapsa sp. PCC 7428]
110	TRINITY_DN9218_c0_g1_i4	gi|291301566|ref|YP_003512844.1|	7.80E-11	gi|291301566|ref|YP_003512844.1| 2OG-Fe(II) oxygenase [Stackebrandtia nassauensis DSM 44728]
110	TRINITY_DN6030_c0_g1_i2	gi|428201482|ref|YP_007080071.1|	3.70E-21	gi|428201482|ref|YP_007080071.1| 50S ribosomal protein L7/L12 [Pleurocapsa sp. PCC 7327]
110	TRINITY_DN9251_c0_g1_i1	gi|166368518|ref|YP_001660791.1|	8.60E-10	gi|166368518|ref|YP_001660791.1| apoptotic protease-activating factor 1 like [Microcystis aeruginosa NIES-843]
110	TRINITY_DN3830_c1_g1_i1	gi|333911292|ref|YP_004485025.1|	3.90E-10	gi|333911292|ref|YP_004485025.1| 30S ribosomal protein S8 [Methanotorris igneus Kol 5]
110	TRINITY_DN5742_c0_g2_i1	gi|390957616|ref|YP_006421373.1|	1.60E-19	gi|390957616|ref|YP_006421373.1| putative secreted acid phosphatase [Terriglobus roseus DSM 18391]
110	TRINITY_DN1883_c0_g1_i1	gi|32475483|ref|NP_868477.1|	3.70E-69	gi|32475483|ref|NP_868477.1| peptidylprolyl isomerase [Rhodopirellula baltica SH 1]
110	TRINITY_DN25600_c0_g1_i1	gi|347755509|ref|YP_004863073.1|	1.30E-21	gi|347755509|ref|YP_004863073.1| thiopurine S-methyltransferase (TPMT) [Candidatus Chloracidobacterium thermophilum B]
110	TRINITY_DN563_c0_g2_i2	gi|46580835|ref|YP_011643.1|	6.80E-07	gi|46580835|ref|YP_011643.1| RNA-binding protein [Desulfovibrio vulgaris str. Hildenborough]
110	TRINITY_DN1983_c0_g1_i6	gi|313124875|ref|YP_004035139.1|	2.90E-13	gi|313124875|ref|YP_004035139.1| translation initiation factor 1a (aeif-1a) [Halogeometricum borinquense DSM 11551]
110	TRINITY_DN4683_c0_g1_i1	gi|332671829|ref|YP_004454837.1|	1.20E-27	gi|332671829|ref|YP_004454837.1| hypothetical protein Celf_3337 [Cellulomonas fimi ATCC 484]
110	TRINITY_DN484_c3_g2_i2	gi|82703390|ref|YP_412956.1|	3.60E-40	gi|82703390|ref|YP_412956.1| zinc-containing alcohol dehydrogenase superfamily protein [Nitrosospira multiformis ATCC 25196]
110	TRINITY_DN484_c3_g2_i2	gi|82703390|ref|YP_412956.1|	7.80E-27	gi|82703390|ref|YP_412956.1| zinc-containing alcohol dehydrogenase superfamily protein [Nitrosospira multiformis ATCC 25196]
110	TRINITY_DN1019_c0_g1_i2	gi|436834080|ref|YP_007319296.1|	3.00E-39	gi|436834080|ref|YP_007319296.1| hypothetical protein FAES_0692 [Fibrella aestuarina BUZ 2]
110	TRINITY_DN2147_c0_g1_i3	gi|156936976|ref|YP_001434772.1|	2.00E-27	gi|156936976|ref|YP_001434772.1| 30S ribosomal protein S4 [Ignicoccus hospitalis KIN4/I]
110	TRINITY_DN29630_c0_g1_i1	gi|117925152|ref|YP_865769.1|	1.20E-06	gi|117925152|ref|YP_865769.1| thioredoxin [Magnetococcus marinus MC-1]
110	TRINITY_DN8797_c0_g2_i3	gi|15607156|ref|NP_214528.1|	1.50E-22	gi|15607156|ref|NP_214528.1| Transmembrane serine/threonine-protein kinase B PknB (protein kinase B) (STPK B) [Mycobacterium tuberculosis H37Rv]
110	TRINITY_DN10169_c0_g1_i2	gi|224370966|ref|YP_002605130.1|	5.40E-20	gi|224370966|ref|YP_002605130.1| hypothetical protein HRM2_39080 [Desulfobacterium autotrophicum HRM2]
110	TRINITY_DN1802_c0_g1_i1	gi|170290521|ref|YP_001737337.1|	2.50E-17	gi|170290521|ref|YP_001737337.1| small GTP-binding protein [Candidatus Korarchaeum cryptofilum OPF8]
