gene	pfam_id	pfam_evalue	pfam_description
TRINITY_DN24609_c0_g1_i1	U5GQ43_POPTR/517-602	4.7e-09	U5GQ43_POPTR/517-602 U5GQ43.1 PF05699.13;Dimer_Tnp_hAT;
TRINITY_DN25356_c0_g4_i1	A0A0B2P5H5_GLYSO/67-838	4.2e-18	A0A0B2P5H5_GLYSO/67-838 A0A0B2P5H5.1 PF00152.19;tRNA-synt_2;
TRINITY_DN27624_c0_g2_i1	A0A151QN01_CAJCA/28-123	7.7e-28	A0A151QN01_CAJCA/28-123 A0A151QN01.1 PF13650.5;Asp_protease_2;
TRINITY_DN28938_c0_g2_i1	M0SY94_MUSAM/140-424	5.0e-35	M0SY94_MUSAM/140-424 M0SY94.1 PF00069.24;Pkinase;
TRINITY_DN29452_c0_g3_i1	A0A0E0K3S9_ORYPU/21-172	1.0e-11	A0A0E0K3S9_ORYPU/21-172 A0A0E0K3S9.1 PF04043.14;PMEI;
TRINITY_DN36113_c0_g1_i1	A0A0D2SVK0_GOSRA/297-418	2.0e-20	A0A0D2SVK0_GOSRA/297-418 A0A0D2SVK0.1 PF00069.24;Pkinase;
TRINITY_DN37874_c0_g1_i1	A0A072VV86_MEDTR/225-275	2.1e-09	A0A072VV86_MEDTR/225-275 A0A072VV86.1 PF13041.5;PPR_2;
TRINITY_DN48825_c0_g1_i1	M0SFH5_MUSAM/610-793	2.4e-13	M0SFH5_MUSAM/610-793 M0SFH5.1 PF12043.7;DUF3527;
TRINITY_DN49315_c1_g1_i1	M0SM63_MUSAM/12-559	4.3e-55	M0SM63_MUSAM/12-559 M0SM63.1 PF03321.12;GH3;
TRINITY_DN61204_c0_g1_i1	A0A0D3CF67_BRAOL/348-504	4.4e-15	A0A0D3CF67_BRAOL/348-504 A0A0D3CF67.1 PF17177.3;PPR_long;
TRINITY_DN13560_c1_g2_i1	M0SZ72_MUSAM/5-168	2.1e-09	M0SZ72_MUSAM/5-168 M0SZ72.1 PF03467.14;Smg4_UPF3;
TRINITY_DN14170_c0_g1_i1	M0SES9_MUSAM/58-125	6.1e-09	M0SES9_MUSAM/58-125 M0SES9.1 PF06404.11;PSK;
TRINITY_DN1466_c0_g3_i1	M0TRT3_MUSAM/10-118	1.4e-08	M0TRT3_MUSAM/10-118 M0TRT3.1 PF00639.20;Rotamase;
TRINITY_DN24292_c0_g1_i1	G9NA60_HYPVG/28-122	9.4e-10	G9NA60_HYPVG/28-122 G9NA60.1 PF10342.8;GPI-anchored;
TRINITY_DN26065_c0_g1_i1	B8AYB3_ORYSI/262-419	2.3e-16	B8AYB3_ORYSI/262-419 B8AYB3.1 PF17177.3;PPR_long;
TRINITY_DN29871_c0_g1_i1	M0TLM0_MUSAM/174-456	1.4e-50	M0TLM0_MUSAM/174-456 M0TLM0.1 PF03514.13;GRAS;
TRINITY_DN30796_c0_g1_i1	A0A067KRB0_JATCU/18-272	6.0e-57	A0A067KRB0_JATCU/18-272 A0A067KRB0.1 PF00069.24;Pkinase;
TRINITY_DN33656_c0_g1_i2	W1P7C0_AMBTC/283-796	2.2e-35	W1P7C0_AMBTC/283-796 W1P7C0.1 PF00183.17;HSP90;
TRINITY_DN35852_c0_g2_i1	M0TZC3_MUSAM/36-119	1.8e-32	M0TZC3_MUSAM/36-119 M0TZC3.1 PF02298.16;Cu_bind_like;
TRINITY_DN3738_c0_g1_i1	K4A5E7_SETIT/608-886	4.7e-33	K4A5E7_SETIT/608-886 K4A5E7.1 PF07714.16;Pkinase_Tyr;
TRINITY_DN38434_c0_g1_i1	G4TQC0_SERID/103-573	2.9e-51	G4TQC0_SERID/103-573 G4TQC0.1 PF00324.20;AA_permease;
TRINITY_DN43140_c0_g1_i1	M0U1F5_MUSAM/49-553	2.8e-30	M0U1F5_MUSAM/49-553 M0U1F5.1 PF00118.23;Cpn60_TCP1;
TRINITY_DN5857_c0_g2_i1	M0TH32_MUSAM/79-301	2.5e-50	M0TH32_MUSAM/79-301 M0TH32.1 PF07859.12;Abhydrolase_3;
TRINITY_DN63050_c0_g1_i1	Q94CR1_ORYSJ/30-334	1.2e-20	Q94CR1_ORYSJ/30-334 Q94CR1.1 PF00332.17;Glyco_hydro_17;
TRINITY_DN7079_c2_g1_i1	M0TQ53_MUSAM/326-439	1.4e-32	M0TQ53_MUSAM/326-439 M0TQ53.1 PF14288.5;FKS1_dom1;
TRINITY_DN7681_c0_g1_i1	M0TPT1_MUSAM/10-57	9.7e-15	M0TPT1_MUSAM/10-57 M0TPT1.1 PF00319.17;SRF-TF;
TRINITY_DN11102_c1_g1_i1	A0A0D2RNH0_GOSRA/49-408	1.4e-08	A0A0D2RNH0_GOSRA/49-408 A0A0D2RNH0.1 PF12819.6;Malectin_like;
TRINITY_DN18052_c0_g1_i1	A0A0E0ALP6_9ORYZ/201-423	6.9e-13	A0A0E0ALP6_9ORYZ/201-423 A0A0E0ALP6.1 PF03080.14;Neprosin;
TRINITY_DN20613_c0_g1_i2	M0SD40_MUSAM/12-155	4.8e-22	M0SD40_MUSAM/12-155 M0SD40.1 PF00892.19;EamA;
TRINITY_DN2108_c0_g1_i1	K4BBU6_SOLLC/29-631	5.8e-28	K4BBU6_SOLLC/29-631 K4BBU6.1 PF00888.21;Cullin;
TRINITY_DN21184_c0_g1_i1	M0T617_MUSAM/46-124	2.5e-10	M0T617_MUSAM/46-124 M0T617.1 PF02298.16;Cu_bind_like;
TRINITY_DN22069_c0_g2_i1	M0SKU8_MUSAM/193-415	2.1e-41	M0SKU8_MUSAM/193-415 M0SKU8.1 PF03080.14;Neprosin;
TRINITY_DN25357_c0_g6_i1	M0W5Y6_HORVD/1-235	2.8e-06	M0W5Y6_HORVD/1-235 M0W5Y6.1 PF00067.21;p450;
TRINITY_DN26652_c0_g2_i1	M0THC0_MUSAM/86-215	5.5e-18	M0THC0_MUSAM/86-215 M0THC0.1 PF04859.11;DUF641;
TRINITY_DN35106_c0_g1_i1	A0A022R8D3_ERYGU/241-306	3.8e-19	A0A022R8D3_ERYGU/241-306 A0A022R8D3.1 PF00191.19;Annexin;
TRINITY_DN40222_c0_g1_i1	A0A061DPE6_THECC/90-127	2.8e-06	A0A061DPE6_THECC/90-127 A0A061DPE6.1 PF09337.9;zf-H2C2;
TRINITY_DN47004_c0_g1_i1	J3LLZ2_ORYBR/45-193	2.5e-18	J3LLZ2_ORYBR/45-193 J3LLZ2.1 PF12783.6;Sec7_N;
TRINITY_DN49429_c0_g1_i1	M0U4I5_MUSAM/6-114	8.4e-27	M0U4I5_MUSAM/6-114 M0U4I5.1 PF04882.11;Peroxin-3;
TRINITY_DN62964_c0_g1_i1	M0SUU4_MUSAM/23-154	5.5e-18	M0SUU4_MUSAM/23-154 M0SUU4.1 PF03662.13;Glyco_hydro_79n;
TRINITY_DN62964_c0_g1_i1	M0SUU4_MUSAM/23-154	3.8e-11	M0SUU4_MUSAM/23-154 M0SUU4.1 PF03662.13;Glyco_hydro_79n;
TRINITY_DN6534_c0_g2_i1	M0RXG2_MUSAM/314-452	6.5e-19	M0RXG2_MUSAM/314-452 M0RXG2.1 PF00083.23;Sugar_tr;
TRINITY_DN7791_c1_g2_i1	Q2H981_CHAGB/449-680	2.9e-11	Q2H981_CHAGB/449-680 Q2H981.1 PF00005.26;ABC_tran;
TRINITY_DN13566_c1_g1_i2	A0A072URA3_MEDTR/89-330	2.4e-21	A0A072URA3_MEDTR/89-330 A0A072URA3.1 PF07714.16;Pkinase_Tyr;
TRINITY_DN16201_c0_g1_i1	M0RWB3_MUSAM/73-515	4.8e-38	M0RWB3_MUSAM/73-515 M0RWB3.1 PF00083.23;Sugar_tr;
TRINITY_DN17237_c0_g1_i1	A0A0A0LQT1_CUCSA/1-80	9.3e-26	A0A0A0LQT1_CUCSA/1-80 A0A0A0LQT1.1 PF00022.18;Actin;
TRINITY_DN17320_c0_g2_i1	G4U368_SERID/71-715	9.9e-60	G4U368_SERID/71-715 G4U368.1 PF03169.14;OPT;
TRINITY_DN22142_c0_g2_i1	A0A151U0F7_CAJCA/354-427	2.5e-10	A0A151U0F7_CAJCA/354-427 A0A151U0F7.1 PF13976.5;gag_pre-integrs;
TRINITY_DN26216_c0_g1_i1	M0TKJ1_MUSAM/1575-1845	6.7e-24	M0TKJ1_MUSAM/1575-1845 M0TKJ1.1 PF07714.16;Pkinase_Tyr;
TRINITY_DN3091_c0_g2_i1	W5F5I7_WHEAT/1-194	8.3e-59	W5F5I7_WHEAT/1-194 W5F5I7.1 PF13354.5;Beta-lactamase2;
TRINITY_DN32756_c1_g2_i1	I1P3K0_ORYGL/127-243	7.4e-07	I1P3K0_ORYGL/127-243 I1P3K0.1 PF03479.14;DUF296;
TRINITY_DN33698_c0_g2_i1	M0TW67_MUSAM/31-286	2.7e-33	M0TW67_MUSAM/31-286 M0TW67.1 PF00069.24;Pkinase;
TRINITY_DN35328_c0_g2_i1	M0U733_MUSAM/56-186	7.4e-23	M0U733_MUSAM/56-186 M0U733.1 PF03641.13;Lysine_decarbox;
TRINITY_DN4114_c0_g1_i1	W5HZQ0_WHEAT/60-599	2.8e-54	W5HZQ0_WHEAT/60-599 W5HZQ0.1 PF02990.15;EMP70;
TRINITY_DN51815_c0_g1_i1	M0T0J7_MUSAM/2777-3118	2.3e-56	M0T0J7_MUSAM/2777-3118 M0T0J7.1 PF02259.22;FAT;
TRINITY_DN56132_c0_g1_i1	M0TFM2_MUSAM/379-427	4.8e-06	M0TFM2_MUSAM/379-427 M0TFM2.1 PF13041.5;PPR_2;
TRINITY_DN5686_c0_g1_i6	A0A0E0LI00_ORYPU/199-424	2.6e-12	A0A0E0LI00_ORYPU/199-424 A0A0E0LI00.1 PF00931.21;NB-ARC;
TRINITY_DN58876_c0_g1_i1	A0A072TXS4_MEDTR/405-675	1.6e-14	A0A072TXS4_MEDTR/405-675 A0A072TXS4.1 PF07714.16;Pkinase_Tyr;
TRINITY_DN62015_c0_g1_i1	A0A0E0QUJ3_ORYRU/530-721	1.5e-39	A0A0E0QUJ3_ORYRU/530-721 A0A0E0QUJ3.1 PF13091.5;PLDc_2;
TRINITY_DN6325_c0_g1_i2	G7J6Q2_MEDTR/778-924	1.1e-18	G7J6Q2_MEDTR/778-924 G7J6Q2.2 PF14648.5;FAM91_C;
TRINITY_DN12023_c0_g1_i1	A0A0D9WTG4_9ORYZ/23-112	5.7e-15	A0A0D9WTG4_9ORYZ/23-112 A0A0D9WTG4.1 PF03330.17;DPBB_1;
TRINITY_DN1308_c1_g1_i1	W1Q048_AMBTC/22-291	7.3e-63	W1Q048_AMBTC/22-291 W1Q048.1 PF01370.20;Epimerase;
TRINITY_DN14116_c0_g1_i1	M0SQ80_MUSAM/37-184	5.1e-24	M0SQ80_MUSAM/37-184 M0SQ80.1 PF10604.8;Polyketide_cyc2;
TRINITY_DN16829_c0_g1_i2	M0S4R3_MUSAM/81-512	4.6e-49	M0S4R3_MUSAM/81-512 M0S4R3.1 PF00275.19;EPSP_synthase;
TRINITY_DN17518_c0_g1_i1	D8SK56_SELML/15-196	6.3e-06	D8SK56_SELML/15-196 D8SK56.1 PF00574.22;CLP_protease;
TRINITY_DN19015_c0_g2_i1	A0A0E0PGV3_ORYRU/36-251	5.7e-15	A0A0E0PGV3_ORYRU/36-251 A0A0E0PGV3.1 PF03151.15;TPT;
TRINITY_DN19160_c0_g3_i1	M0SI54_MUSAM/1-160	1.3e-43	M0SI54_MUSAM/1-160 M0SI54.1 PF03398.13;Ist1;
TRINITY_DN23037_c0_g1_i1	A0A078EIX7_BRANA/966-1108	2.7e-49	A0A078EIX7_BRANA/966-1108 A0A078EIX7.1 PF00637.19;Clathrin;
TRINITY_DN25153_c0_g1_i1	M0SWI9_MUSAM/17-142	4.0e-53	M0SWI9_MUSAM/17-142 M0SWI9.1 PF02365.14;NAM;
TRINITY_DN25302_c0_g2_i1	M0T185_MUSAM/99-145	6.5e-11	M0T185_MUSAM/99-145 M0T185.1 PF13639.5;zf-RING_2;
TRINITY_DN30253_c0_g1_i1	A0A165XHS3_DAUCA/30-83	1.1e-07	A0A165XHS3_DAUCA/30-83 A0A165XHS3.1 PF01667.16;Ribosomal_S27e;
TRINITY_DN32906_c0_g1_i1	M0UDC8_MUSAM/40-251	8.4e-27	M0UDC8_MUSAM/40-251 M0UDC8.1 PF00141.22;peroxidase;
TRINITY_DN33892_c0_g1_i1	U5CY72_AMBTC/30-168	1.7e-35	U5CY72_AMBTC/30-168 U5CY72.1 PF14223.5;Retrotran_gag_2;
TRINITY_DN35385_c0_g1_i1	M0RXC2_MUSAM/123-286	1.9e-10	M0RXC2_MUSAM/123-286 M0RXC2.1 PF00650.19;CRAL_TRIO;
TRINITY_DN37593_c0_g3_i1	M7YJI6_TRIUA/9-578	4.8e-06	M7YJI6_TRIUA/9-578 M7YJI6.1 PF00862.18;Sucrose_synth;
TRINITY_DN4046_c1_g2_i1	M0SUG3_MUSAM/64-489	2.0e-60	M0SUG3_MUSAM/64-489 M0SUG3.1 PF00202.20;Aminotran_3;
TRINITY_DN44963_c0_g1_i1	K7TSY9_MAIZE/1-449	5.7e-07	K7TSY9_MAIZE/1-449 K7TSY9.1 PF00330.19;Aconitase;
TRINITY_DN4885_c0_g1_i1	K7TE08_MAIZE/70-108	1.4e-10	K7TE08_MAIZE/70-108 K7TE08.1 PF00400.31;WD40;
TRINITY_DN59665_c0_g1_i1	M0T6M0_MUSAM/1-141	1.3e-11	M0T6M0_MUSAM/1-141 M0T6M0.1 PF14009.5;DUF4228;
TRINITY_DN8789_c0_g1_i1	M0TSX3_MUSAM/13-106	1.4e-08	M0TSX3_MUSAM/13-106 M0TSX3.1 PF13334.5;DUF4094;
TRINITY_DN13677_c1_g2_i1	A0A161ZXE4_DAUCA/10-144	1.4e-26	A0A161ZXE4_DAUCA/10-144 A0A161ZXE4.1 PF00071.21;Ras;
TRINITY_DN16413_c0_g1_i1	M0RH42_MUSAM/1-241	1.3e-43	M0RH42_MUSAM/1-241 M0RH42.1 PF00069.24;Pkinase;
TRINITY_DN17581_c0_g2_i1	M0SKW8_MUSAM/120-279	7.5e-44	M0SKW8_MUSAM/120-279 M0SKW8.1 PF13839.5;PC-Esterase;
TRINITY_DN25767_c0_g1_i1	A0A096SS28_MAIZE/134-194	3.2e-18	A0A096SS28_MAIZE/134-194 A0A096SS28.1 PF03106.14;WRKY;
TRINITY_DN39687_c0_g1_i1	A0A072UFT1_MEDTR/98-308	9.6e-07	A0A072UFT1_MEDTR/98-308 A0A072UFT1.1 PF01545.20;Cation_efflux;
TRINITY_DN40583_c1_g1_i1	M0T6D5_MUSAM/118-640	2.6e-52	M0T6D5_MUSAM/118-640 M0T6D5.1 PF00012.19;HSP70;
TRINITY_DN50761_c0_g1_i1	M5WMW2_PRUPE/148-196	3.6e-06	M5WMW2_PRUPE/148-196 M5WMW2.1 PF13920.5;zf-C3HC4_3;
TRINITY_DN50811_c0_g1_i1	M0SDX5_MUSAM/121-385	2.5e-31	M0SDX5_MUSAM/121-385 M0SDX5.1 PF00218.20;IGPS;
TRINITY_DN60855_c0_g1_i1	A0A1B6PMX8_SORBI/594-791	1.7e-24	A0A1B6PMX8_SORBI/594-791 A0A1B6PMX8.1 PF13087.5;AAA_12;
TRINITY_DN7355_c0_g1_i1	K3WVY7_PYTUL/1-104	1.2e-17	K3WVY7_PYTUL/1-104 K3WVY7.1 PF03660.13;PHF5;
TRINITY_DN13751_c0_g1_i1	M0TBC2_MUSAM/85-274	2.3e-45	M0TBC2_MUSAM/85-274 M0TBC2.1 PF14543.5;TAXi_N;
TRINITY_DN16030_c0_g3_i1	M0RTT9_MUSAM/33-374	1.6e-22	M0RTT9_MUSAM/33-374 M0RTT9.1 PF01266.23;DAO;
TRINITY_DN16186_c0_g3_i1	B9GRE7_POPTR/301-1038	1.6e-09	B9GRE7_POPTR/301-1038 B9GRE7.1 PF03552.13;Cellulose_synt;
TRINITY_DN17210_c0_g1_i2	D8SAX7_SELML/18-399	5.1e-08	D8SAX7_SELML/18-399 D8SAX7.1 PF00199.18;Catalase;
TRINITY_DN21108_c0_g1_i1	A0A0K9PIA7_ZOSMR/211-391	4.7e-22	A0A0K9PIA7_ZOSMR/211-391 A0A0K9PIA7.1 PF16269.4;DUF4922;
TRINITY_DN22973_c0_g1_i1	A0A0D9V3I1_9ORYZ/90-571	1.2e-52	A0A0D9V3I1_9ORYZ/90-571 A0A0D9V3I1.1 PF03219.13;TLC;
TRINITY_DN27233_c0_g2_i1	M0U963_MUSAM/460-731	3.9e-48	M0U963_MUSAM/460-731 M0U963.1 PF07714.16;Pkinase_Tyr;
TRINITY_DN27925_c0_g1_i1	A0A151TGQ2_CAJCA/795-1033	3.0e-32	A0A151TGQ2_CAJCA/795-1033 A0A151TGQ2.1 PF07727.13;RVT_2;
TRINITY_DN33070_c2_g1_i1	W9SCZ3_9ROSA/1002-1246	1.7e-32	W9SCZ3_9ROSA/1002-1246 W9SCZ3.1 PF07727.13;RVT_2;
TRINITY_DN3366_c1_g1_i1	M0RQD0_MUSAM/68-136	9.0e-13	M0RQD0_MUSAM/68-136 M0RQD0.1 PF04081.12;DNA_pol_delta_4;
TRINITY_DN3679_c0_g2_i1	A0A067JD54_JATCU/18-253	9.5e-47	A0A067JD54_JATCU/18-253 A0A067JD54.1 PF13561.5;adh_short_C2;
TRINITY_DN39208_c0_g1_i1	M0SXG6_MUSAM/385-418	6.6e-08	M0SXG6_MUSAM/385-418 M0SXG6.1 PF12854.6;PPR_1;
TRINITY_DN39249_c0_g1_i1	M0ST08_MUSAM/22-103	4.9e-11	M0ST08_MUSAM/22-103 M0ST08.1 PF14389.5;Lzipper-MIP1;
TRINITY_DN45963_c0_g1_i1	M0TNG9_MUSAM/529-742	2.0e-49	M0TNG9_MUSAM/529-742 M0TNG9.1 PF01061.23;ABC2_membrane;
TRINITY_DN4648_c1_g1_i1	A0A061DMS5_THECC/486-893	5.4e-10	A0A061DMS5_THECC/486-893 A0A061DMS5.1 PF00503.19;G-alpha;
TRINITY_DN6443_c0_g1_i1	M0U8B3_MUSAM/86-252	1.4e-58	M0U8B3_MUSAM/86-252 M0U8B3.1 PF00481.20;PP2C;
TRINITY_DN1061_c0_g1_i1	U5D4U8_AMBTC/11-92	5.3e-13	U5D4U8_AMBTC/11-92 U5D4U8.1 PF01198.18;Ribosomal_L31e;
TRINITY_DN11362_c0_g1_i1	M0SHL0_MUSAM/395-487	5.2e-21	M0SHL0_MUSAM/395-487 M0SHL0.1 PF02779.23;Transket_pyr;
TRINITY_DN11593_c0_g1_i1	M0TZN5_MUSAM/378-945	1.3e-32	M0TZN5_MUSAM/378-945 M0TZN5.1 PF03552.13;Cellulose_synt;
TRINITY_DN13686_c0_g4_i1	M1AVU9_SOLTU/114-321	4.3e-07	M1AVU9_SOLTU/114-321 M1AVU9.1 PF01852.18;START;
TRINITY_DN13758_c2_g1_i1	M0RV25_MUSAM/34-246	3.1e-29	M0RV25_MUSAM/34-246 M0RV25.1 PF00106.24;adh_short;
TRINITY_DN13939_c0_g1_i1	A9SBZ9_PHYPA/193-324	4.2e-18	A9SBZ9_PHYPA/193-324 A9SBZ9.1 PF00004.28;AAA;
TRINITY_DN14756_c0_g2_i1	M0RUH0_MUSAM/682-765	1.5e-12	M0RUH0_MUSAM/682-765 M0RUH0.1 PF00564.23;PB1;
TRINITY_DN19163_c0_g1_i3	M8A3I1_TRIUA/29-173	4.6e-09	M8A3I1_TRIUA/29-173 M8A3I1.1 PF03018.13;Dirigent;
TRINITY_DN19267_c0_g1_i1	M0TZQ6_MUSAM/218-789	8.3e-35	M0TZQ6_MUSAM/218-789 M0TZQ6.1 PF00305.18;Lipoxygenase;
TRINITY_DN20817_c0_g1_i1	M0U8K2_MUSAM/18-190	1.0e-24	M0U8K2_MUSAM/18-190 M0U8K2.1 PF00270.28;DEAD;
TRINITY_DN26472_c0_g2_i1	M0SVX6_MUSAM/344-648	3.0e-40	M0SVX6_MUSAM/344-648 M0SVX6.1 PF00702.25;Hydrolase;
TRINITY_DN27004_c0_g1_i1	M0SIH5_MUSAM/64-185	1.5e-52	M0SIH5_MUSAM/64-185 M0SIH5.1 PF12146.7;Hydrolase_4;
TRINITY_DN30856_c0_g1_i1	M0TEQ6_MUSAM/325-387	1.2e-12	M0TEQ6_MUSAM/325-387 M0TEQ6.1 PF16200.4;Band_7_C;
TRINITY_DN33161_c1_g1_i1	A0A061FXC6_THECC/96-210	5.4e-10	A0A061FXC6_THECC/96-210 A0A061FXC6.1 PF00665.25;rve;
TRINITY_DN33502_c1_g1_i1	A0A151SMZ5_CAJCA/1-134	1.5e-20	A0A151SMZ5_CAJCA/1-134 A0A151SMZ5.1 PF07727.13;RVT_2;
TRINITY_DN35993_c0_g1_i2	A5E2G7_LODEL/1-175	1.4e-21	A5E2G7_LODEL/1-175 A5E2G7.1 PF07727.13;RVT_2;
TRINITY_DN58811_c0_g1_i1	M0TSU6_MUSAM/30-211	1.7e-43	M0TSU6_MUSAM/30-211 M0TSU6.1 PF03924.12;CHASE;
TRINITY_DN64560_c0_g1_i1	W1NN85_AMBTC/509-557	6.6e-08	W1NN85_AMBTC/509-557 W1NN85.1 PF13041.5;PPR_2;
TRINITY_DN8962_c0_g1_i1	M0U2E0_MUSAM/9-88	7.3e-15	M0U2E0_MUSAM/9-88 M0U2E0.1 PF05348.10;UMP1;
TRINITY_DN18834_c0_g3_i1	A0A0D2V4L3_GOSRA/258-307	2.1e-06	A0A0D2V4L3_GOSRA/258-307 A0A0D2V4L3.1 PF13041.5;PPR_2;
TRINITY_DN19626_c0_g1_i1	M5W5J0_PRUPE/53-204	6.8e-21	M5W5J0_PRUPE/53-204 M5W5J0.1 PF00005.26;ABC_tran;
TRINITY_DN19917_c0_g1_i1	V7CXG3_PHAVU/10-420	1.1e-07	V7CXG3_PHAVU/10-420 V7CXG3.1 PF00201.17;UDPGT;
TRINITY_DN21253_c0_g1_i1	K4A1D3_SETIT/29-156	3.0e-08	K4A1D3_SETIT/29-156 K4A1D3.1 PF02365.14;NAM;
TRINITY_DN22513_c0_g1_i1	M0SYF4_MUSAM/147-210	2.8e-06	M0SYF4_MUSAM/147-210 M0SYF4.1 PF13499.5;EF-hand_7;
TRINITY_DN25446_c1_g1_i1	A0A151RI14_CAJCA/334-406	1.2e-14	A0A151RI14_CAJCA/334-406 A0A151RI14.1 PF13976.5;gag_pre-integrs;
TRINITY_DN35328_c0_g1_i1	M0U733_MUSAM/56-186	4.0e-21	M0U733_MUSAM/56-186 M0U733.1 PF03641.13;Lysine_decarbox;
TRINITY_DN35797_c0_g2_i1	M5W974_PRUPE/146-367	5.4e-10	M5W974_PRUPE/146-367 M5W974.1 PF02160.14;Peptidase_A3;
TRINITY_DN41692_c0_g1_i1	M0SXW7_MUSAM/726-798	7.0e-26	M0SXW7_MUSAM/726-798 M0SXW7.1 PF04564.14;U-box;
TRINITY_DN46558_c0_g1_i1	I1GRN0_BRADI/32-500	8.3e-27	I1GRN0_BRADI/32-500 I1GRN0.1 PF00232.17;Glyco_hydro_1;
TRINITY_DN46558_c0_g1_i1	I1GRN0_BRADI/32-500	8.3e-19	I1GRN0_BRADI/32-500 I1GRN0.1 PF00232.17;Glyco_hydro_1;
TRINITY_DN50887_c0_g1_i1	ATPB_SYMTH/136-349	2.9e-24	ATPB_SYMTH/136-349 Q67TB7.1 PF00006.24;ATP-synt_ab;
TRINITY_DN63077_c0_g1_i1	A0A164Y2F8_DAUCA/31-114	1.2e-14	A0A164Y2F8_DAUCA/31-114 A0A164Y2F8.1 PF02298.16;Cu_bind_like;
TRINITY_DN6372_c0_g1_i5	M0RXT6_MUSAM/234-317	1.6e-14	M0RXT6_MUSAM/234-317 M0RXT6.1 PF05542.10;DUF760;
TRINITY_DN6882_c3_g1_i1	A0A058ZZJ9_EUCGR/104-219	1.5e-44	A0A058ZZJ9_EUCGR/104-219 A0A058ZZJ9.1 PF01426.17;BAH;
TRINITY_DN1377_c2_g1_i1	W9SFN1_9ROSA/996-1718	2.4e-10	W9SFN1_9ROSA/996-1718 W9SFN1.1 PF04998.16;RNA_pol_Rpb1_5;
TRINITY_DN14845_c0_g1_i1	M0SBL9_MUSAM/358-561	4.3e-23	M0SBL9_MUSAM/358-561 M0SBL9.1 PF00183.17;HSP90;
TRINITY_DN14845_c0_g1_i1	M0SBL9_MUSAM/358-561	2.0e-12	M0SBL9_MUSAM/358-561 M0SBL9.1 PF00183.17;HSP90;
TRINITY_DN15593_c0_g1_i1	M0SF25_MUSAM/1-210	2.6e-49	M0SF25_MUSAM/1-210 M0SF25.1 PF04811.14;Sec23_trunk;
TRINITY_DN15743_c0_g2_i1	V7D0Q5_PHAVU/32-200	2.3e-08	V7D0Q5_PHAVU/32-200 V7D0Q5.1 PF11715.7;Nup160;
TRINITY_DN18601_c2_g1_i1	W1PEB3_AMBTC/37-140	6.8e-21	W1PEB3_AMBTC/37-140 W1PEB3.1 PF01453.23;B_lectin;
TRINITY_DN19964_c0_g3_i1	M0TQ35_MUSAM/167-293	1.2e-49	M0TQ35_MUSAM/167-293 M0TQ35.1 PF00134.22;Cyclin_N;
TRINITY_DN21433_c0_g2_i1	A0A176VIR0_MARPO/400-500	1.6e-17	A0A176VIR0_MARPO/400-500 A0A176VIR0.1 PF01636.22;APH;
TRINITY_DN2330_c0_g4_i1	M0TRQ2_MUSAM/23-165	1.7e-51	M0TRQ2_MUSAM/23-165 M0TRQ2.1 PF08718.10;GLTP;
TRINITY_DN2398_c1_g1_i1	M0SF48_MUSAM/40-240	7.4e-52	M0SF48_MUSAM/40-240 M0SF48.1 PF00349.20;Hexokinase_1;
TRINITY_DN2435_c3_g1_i1	M0SLF4_MUSAM/58-315	5.2e-13	M0SLF4_MUSAM/58-315 M0SLF4.1 PF00069.24;Pkinase;
TRINITY_DN26594_c0_g2_i1	M0SWW7_MUSAM/42-422	7.2e-55	M0SWW7_MUSAM/42-422 M0SWW7.1 PF00155.20;Aminotran_1_2;
TRINITY_DN27925_c0_g4_i1	A0A151UCJ8_CAJCA/747-991	1.6e-38	A0A151UCJ8_CAJCA/747-991 A0A151UCJ8.1 PF07727.13;RVT_2;
TRINITY_DN28941_c0_g1_i1	A0A0D3A371_BRAOL/66-292	8.3e-27	A0A0D3A371_BRAOL/66-292 A0A0D3A371.1 PF00702.25;Hydrolase;
TRINITY_DN33110_c0_g1_i2	M0SQH5_MUSAM/22-409	7.3e-15	M0SQH5_MUSAM/22-409 M0SQH5.1 PF12056.7;DUF3537;
TRINITY_DN33985_c0_g1_i1	M0TTK6_MUSAM/10-63	2.8e-06	M0TTK6_MUSAM/10-63 M0TTK6.1 PF00249.30;Myb_DNA-binding;
TRINITY_DN4373_c0_g1_i1	M0RG79_MUSAM/192-453	9.5e-07	M0RG79_MUSAM/192-453 M0RG79.1 PF01803.15;LIM_bind;
TRINITY_DN47097_c0_g1_i1	A0A022R0P2_ERYGU/45-440	1.7e-27	A0A022R0P2_ERYGU/45-440 A0A022R0P2.1 PF01053.19;Cys_Met_Meta_PP;
TRINITY_DN47401_c0_g1_i1	M0U4K9_MUSAM/301-556	1.5e-44	M0U4K9_MUSAM/301-556 M0U4K9.1 PF00069.24;Pkinase;
TRINITY_DN484_c3_g1_i2	A0A1B6QQ08_SORBI/35-164	6.6e-16	A0A1B6QQ08_SORBI/35-164 A0A1B6QQ08.1 PF08240.11;ADH_N;
TRINITY_DN54699_c0_g1_i1	M0TET6_MUSAM/28-306	3.3e-52	M0TET6_MUSAM/28-306 M0TET6.1 PF07651.15;ANTH;
TRINITY_DN58132_c0_g1_i1	K4C4T2_SOLLC/537-679	1.5e-07	K4C4T2_SOLLC/537-679 K4C4T2.1 PF03947.17;Ribosomal_L2_C;
