gene	kegg_id	kegg_evalue	kegg_description
TRINITY_DN4766_c1_g1_i1	mus:103978073	5.2e-09	mus:103978073 transcription factor MYB108-like; K09422 myb proto-oncogene protein, plant
TRINITY_DN4964_c1_g1_i2	cic:CICLE_v10031285mg	1.4e-51	cic:CICLE_v10031285mg hypothetical protein; K11584 serine/threonine-protein phosphatase 2A regulatory subunit B'
TRINITY_DN5399_c2_g3_i1	cam:101502509	1.9e-19	cam:101502509 SUMO-activating enzyme subunit 2; K10685 ubiquitin-like 1-activating enzyme E1 B [EC:6.2.1.45]
TRINITY_DN57183_c0_g1_i1	pda:103716506	8.0e-26	pda:103716506 DNA/RNA-binding protein KIN17; K13102 DNA/RNA-binding protein KIN17
TRINITY_DN61523_c0_g1_i1	mus:104000498	1.4e-14	mus:104000498 two-component response regulator ARR6-like isoform X1; K14492 two-component response regulator ARR-A family
TRINITY_DN62907_c0_g1_i1	mus:103982251	1.5e-19	mus:103982251 p21-activated protein kinase-interacting protein 1-like; K14830 protein MAK11
TRINITY_DN64171_c0_g1_i1	mtr:MTR_1g084020	1.3e-07	mtr:MTR_1g084020 Lon protease-like protein; K08675 Lon-like ATP-dependent protease [EC:3.4.21.-]
TRINITY_DN7359_c0_g2_i1	vvi:100260163	9.8e-16	vvi:100260163 amino acid permease 2-like; K14209 solute carrier family 36 (proton-coupled amino acid transporter)
TRINITY_DN8695_c1_g1_i1	dosa:Os01t0616900-00	5.3e-38	dosa:Os01t0616900-00 Os01g0616900; Ctps protein.; K01937 CTP synthase [EC:6.3.4.2]
TRINITY_DN10594_c0_g1_i1	atr:18428436	1.6e-42	atr:18428436 adenine nucleotide transporter BT1, chloroplastic/mitochondrial; K14684 solute carrier family 25 (mitochondrial phosphate transporter), member 23/24/25/41
TRINITY_DN11954_c0_g1_i1	pda:103709691	4.8e-31	pda:103709691 probable NOT transcription complex subunit VIP2; K12605 CCR4-NOT transcription complex subunit 2
TRINITY_DN15852_c0_g1_i1	egu:105035569	2.1e-42	egu:105035569 transportin-1-like; K18752 transportin-1
TRINITY_DN16505_c0_g1_i1	egu:105043778	1.4e-17	egu:105043778 poly(rC)-binding protein 3-like; K13162 poly(rC)-binding protein 2/3/4
TRINITY_DN17236_c0_g1_i1	bvg:104901418	5.2e-09	bvg:104901418 probable ADP-ribosylation factor GTPase-activating protein AGD15; K12486 stromal membrane-associated protein
TRINITY_DN19107_c0_g1_i1	pxb:103956661	8.0e-18	pxb:103956661 methionine aminopeptidase 1D, chloroplastic/mitochondrial; K17710 pentatricopeptide repeat domain-containing protein 1
TRINITY_DN2053_c1_g1_i1	mus:103974205	6.9e-46	mus:103974205 aquaporin PIP2-5; K09872 aquaporin PIP
TRINITY_DN23772_c0_g2_i1	tcc:TCM_027079	4.2e-11	tcc:TCM_027079 Kinase superfamily protein; K04373 p90 ribosomal S6 kinase [EC:2.7.11.1]
TRINITY_DN23978_c0_g2_i1	cit:102617880	2.7e-18	cit:102617880 very-long-chain enoyl-CoA reductase-like; K10258 very-long-chain enoyl-CoA reductase [EC:1.3.1.93]
TRINITY_DN25409_c0_g1_i1	mus:103991428	1.8e-25	mus:103991428 probable trehalose-phosphate phosphatase 6; K01087 trehalose 6-phosphate phosphatase [EC:3.1.3.12]
TRINITY_DN25654_c0_g1_i1	pda:103715307	1.2e-10	pda:103715307 probable inactive beta-glucosidase 33; K01188 beta-glucosidase [EC:3.2.1.21]
TRINITY_DN32058_c0_g2_i1	ppp:PHYPADRAFT_140042	8.0e-18	ppp:PHYPADRAFT_140042 hypothetical protein; K17710 pentatricopeptide repeat domain-containing protein 1
TRINITY_DN33608_c0_g1_i1	pda:103702024	3.7e-39	pda:103702024 putative phospholipid-transporting ATPase 4; K01530 phospholipid-translocating ATPase [EC:3.6.3.1]
TRINITY_DN47231_c0_g1_i1	pda:103707027	4.4e-24	pda:103707027 probable indole-3-pyruvate monooxygenase YUCCA5; K11816 indole-3-pyruvate monooxygenase [EC:1.14.13.168]
TRINITY_DN48242_c0_g2_i1	mus:103985191	2.3e-17	mus:103985191 receptor-like serine/threonine-protein kinase At1g78530 isoform X1; K04733 interleukin-1 receptor-associated kinase 4 [EC:2.7.11.1]
TRINITY_DN49118_c1_g1_i1	mtr:MTR_1g084020	1.3e-12	mtr:MTR_1g084020 Lon protease-like protein; K08675 Lon-like ATP-dependent protease [EC:3.4.21.-]
TRINITY_DN49507_c3_g1_i1	egr:104429485	4.1e-06	egr:104429485 disease resistance protein RPS5-like; K13459 disease resistance protein RPS2
TRINITY_DN52567_c0_g1_i1	pda:103715896	1.4e-14	pda:103715896 uncharacterized vacuolar membrane protein YML018C; K15289 solute carrier family 35, member F5
TRINITY_DN53203_c0_g1_i1	jcu:105650914	5.9e-37	jcu:105650914 dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1B; K12666 oligosaccharyltransferase complex subunit alpha (ribophorin I)
TRINITY_DN58381_c0_g1_i1	pda:103711498	6.3e-15	pda:103711498 rRNA methyltransferase, mitochondrial; K15507 21S rRNA (GM2251-2'-O)-methyltransferase [EC:2.1.1.-]
TRINITY_DN11873_c0_g1_i1	mus:103990155	3.1e-06	mus:103990155 ubiquitin-conjugating enzyme E2 7; K10575 ubiquitin-conjugating enzyme E2 G1 [EC:2.3.2.23]
TRINITY_DN16312_c0_g1_i1	pda:103710217	3.9e-25	pda:103710217 probable LRR receptor-like protein kinase At1g51890; K04733 interleukin-1 receptor-associated kinase 4 [EC:2.7.11.1]
TRINITY_DN16804_c0_g1_i1	mus:103977308	7.1e-51	mus:103977308 dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B; K07151 dolichyl-diphosphooligosaccharide--protein glycosyltransferase [EC:2.4.99.18]
TRINITY_DN18304_c0_g1_i1	egu:105039447	1.2e-50	egu:105039447 cyclic pyranopterin monophosphate synthase, mitochondrial; K03639 cyclic pyranopterin phosphate synthase [EC:4.1.99.18]
TRINITY_DN19262_c0_g2_i1	mus:103972079	3.3e-40	mus:103972079 beta-fructofuranosidase 1-like; K01193 beta-fructofuranosidase [EC:3.2.1.26]
TRINITY_DN26719_c0_g3_i1	mtr:MTR_4g024860	3.8e-20	mtr:MTR_4g024860 Pentatricopeptide repeat-containing protein; K19589 release factor glutamine methyltransferase [EC:2.1.1.297]
TRINITY_DN27028_c0_g1_i1	pda:103723950	2.8e-07	pda:103723950 two-component response regulator ARR3-like; K14492 two-component response regulator ARR-A family
TRINITY_DN27248_c0_g2_i1	bvg:104905624	1.0e-12	bvg:104905624 uncharacterized LOC104905624; K05658 ATP-binding cassette, subfamily B (MDR/TAP), member 1 [EC:3.6.3.44]
TRINITY_DN27431_c0_g1_i1	sita:101754459	2.8e-47	sita:101754459 BTB/POZ domain-containing protein At1g30440; K03294 basic amino acid/polyamine antiporter, APA family
TRINITY_DN28034_c0_g1_i1	mus:103990864	5.8e-37	mus:103990864 condensin-2 complex subunit H2; K11490 condensin-2 complex subunit H2
TRINITY_DN28765_c0_g4_i1	mtr:MTR_5g093920	9.7e-08	mtr:MTR_5g093920 Nuclear ribonuclease Z; K00784 ribonuclease Z [EC:3.1.26.11]
TRINITY_DN2896_c0_g1_i1	mus:103971466	1.3e-15	mus:103971466 paired amphipathic helix protein Sin3-like 4 isoform X1; K11644 paired amphipathic helix protein Sin3a
TRINITY_DN38055_c0_g1_i1	mtr:MTR_5g045910	9.1e-06	mtr:MTR_5g045910 Receptor-like protein kinase; K17422 large subunit ribosomal protein L41
TRINITY_DN38060_c0_g2_i1	sly:101249734	1.1e-51	sly:101249734 actin-82; K10355 actin, other eukaryote
TRINITY_DN40543_c0_g1_i1	mus:103978604	6.3e-07	mus:103978604 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8-B-like; K03952 NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 8
TRINITY_DN43309_c0_g1_i1	egu:105055133	3.8e-28	egu:105055133 probable protein phosphatase 2C 60; K01102 pyruvate dehydrogenase phosphatase [EC:3.1.3.43]
TRINITY_DN50835_c0_g1_i1	pmum:103334684	6.9e-06	pmum:103334684 disease resistance protein RPM1-like; K13457 disease resistance protein RPM1
TRINITY_DN52138_c0_g2_i1	jcu:105640006	8.1e-39	jcu:105640006 L-type lectin-domain containing receptor kinase IX.1-like; K04730 interleukin-1 receptor-associated kinase 1 [EC:2.7.11.1]
TRINITY_DN5276_c0_g2_i1	mus:103992352	1.1e-30	mus:103992352 potassium transporter 6-like isoform X1; K03549 KUP system potassium uptake protein
TRINITY_DN61299_c0_g1_i1	cam:105852482	1.3e-15	cam:105852482 uncharacterized LOC105852482; K19042 E3 ubiquitin-protein ligase BOI and related proteins [EC:2.3.2.27]
TRINITY_DN64827_c0_g1_i1	mus:103973533	2.7e-18	mus:103973533 serine carboxypeptidase-like 51 isoform X1; K09646 serine carboxypeptidase 1 [EC:3.4.16.-]
TRINITY_DN9071_c0_g1_i1	tcc:TCM_014957	2.9e-12	tcc:TCM_014957 AGC (cAMP-dependent, cGMP-dependent and protein kinase C) kinase family protein; K08789 microtubule-associated serine/threonine kinase [EC:2.7.11.1]
TRINITY_DN9450_c0_g1_i1	zma:100284948	1.8e-25	zma:100284948 transmembrane 9 superfamily protein member 1; K17087 transmembrane 9 superfamily member 3
TRINITY_DN12212_c0_g1_i1	mus:103988970	4.2e-43	mus:103988970 sulfate transporter 3.1-like; K17471 sulfate transporter 3
TRINITY_DN13230_c0_g1_i1	mus:103977605	3.6e-47	mus:103977605 kinesin heavy chain-like isoform X1; K11498 centromeric protein E
TRINITY_DN16645_c1_g4_i1	mus:103977202	2.5e-27	mus:103977202 uncharacterized protein LOC103977202; K08866 serine/threonine-protein kinase TTK/MPS1 [EC:2.7.12.1]
TRINITY_DN16645_c1_g4_i1	mus:103977202	1.7e-12	mus:103977202 uncharacterized protein LOC103977202; K08866 serine/threonine-protein kinase TTK/MPS1 [EC:2.7.12.1]
TRINITY_DN16941_c0_g1_i1	cit:102608219	1.9e-16	cit:102608219 probable MYST-like histone acetyltransferase 1-like; K11308 histone acetyltransferase MYST1 [EC:2.3.1.48]
TRINITY_DN17905_c0_g1_i1	mus:103998052	1.0e-17	mus:103998052 MOB kinase activator-like 1; K06685 MOB kinase activator 1
TRINITY_DN20811_c0_g1_i1	cit:102623404	5.3e-06	cit:102623404 uncharacterized LOC102623404; K09527 DnaJ homolog subfamily C member 7
TRINITY_DN20874_c0_g3_i1	pda:103713438	6.3e-07	pda:103713438 mitochondrial-processing peptidase subunit alpha; K01412 mitochondrial-processing peptidase subunit alpha [EC:3.4.24.64]
TRINITY_DN21719_c0_g9_i1	mdm:103417009	9.7e-16	mdm:103417009 uncharacterized LOC103417009; K00654 serine palmitoyltransferase [EC:2.3.1.50]
TRINITY_DN23170_c0_g2_i1	tcc:TCM_039984	2.6e-37	tcc:TCM_039984 SKU5 similar 12; K00423 L-ascorbate oxidase [EC:1.10.3.3]
TRINITY_DN23233_c0_g1_i1	mus:103987632	6.7e-25	mus:103987632 E3 ubiquitin-protein ligase UPL1-like; K10592 E3 ubiquitin-protein ligase HUWE1 [EC:2.3.2.26]
TRINITY_DN25785_c0_g2_i1	cit:102610907	4.2e-19	cit:102610907 uncharacterized LOC102610907; K12153 phenylalanine N-monooxygenase [EC:1.14.13.124]
TRINITY_DN30882_c0_g1_i1	mus:103972717	1.1e-24	mus:103972717 probable CCR4-associated factor 1 homolog 11; K12581 CCR4-NOT transcription complex subunit 7/8
TRINITY_DN33220_c0_g3_i1	osa:4349826	2.8e-31	osa:4349826 Os11g0157000; K12619 5'-3' exoribonuclease 2 [EC:3.1.13.-]
TRINITY_DN33285_c0_g2_i1	mus:103976633	2.3e-49	mus:103976633 probable pectate lyase 5; K01728 pectate lyase [EC:4.2.2.2]
TRINITY_DN40906_c0_g1_i1	cit:102613162	3.1e-06	cit:102613162 RING-box protein 1a-like; K03868 RING-box protein 1
TRINITY_DN41607_c1_g1_i1	smo:SELMODRAFT_146683	1.8e-09	smo:SELMODRAFT_146683 hypothetical protein; K17506 protein phosphatase 1L [EC:3.1.3.16]
TRINITY_DN4219_c1_g1_i1	csv:101207083	2.4e-46	csv:101207083 ATP-dependent Clp protease ATP-binding subunit clpA homolog CD4B, chloroplastic; K03696 ATP-dependent Clp protease ATP-binding subunit ClpC
TRINITY_DN47610_c0_g1_i1	egr:104426207	3.8e-28	egr:104426207 vignain-like; K16292 KDEL-tailed cysteine endopeptidase [EC:3.4.22.-]
TRINITY_DN49483_c0_g1_i1	mus:103990141	2.0e-13	mus:103990141 floral homeotic protein APETALA 2-like; K09284 AP2-like factor, euAP2 lineage
TRINITY_DN58463_c0_g1_i1	dosa:Os05t0104000-00	1.3e-20	dosa:Os05t0104000-00 Os05g0104000; Actin-binding FH2 domain containing protein.; K02184 formin 2
TRINITY_DN10422_c0_g5_i1	mus:103995280	8.7e-33	mus:103995280 putative lipoxygenase 5; K00454 lipoxygenase [EC:1.13.11.12]
TRINITY_DN11228_c1_g1_i1	egu:105039326	2.4e-06	egu:105039326 TBC1 domain family member 5 homolog A; K18469 TBC1 domain family member 5
TRINITY_DN13636_c0_g1_i1	mus:103980830	4.8e-15	mus:103980830 homeobox-leucine zipper protein HOX12-like; K09338 homeobox-leucine zipper protein
TRINITY_DN15485_c0_g2_i1	mus:103978586	2.1e-47	mus:103978586 ABC transporter B family member 20-like; K05658 ATP-binding cassette, subfamily B (MDR/TAP), member 1 [EC:3.6.3.44]
TRINITY_DN17051_c0_g4_i1	mus:103992520	1.7e-07	mus:103992520 probable potassium transporter 9; K03549 KUP system potassium uptake protein
TRINITY_DN22692_c0_g1_i1	mus:103974163	1.3e-28	mus:103974163 putative disease resistance RPP13-like protein 1; K19613 leucine-rich repeat protein SHOC2
TRINITY_DN28209_c1_g1_i1	ppp:PHYPADRAFT_159956	1.8e-14	ppp:PHYPADRAFT_159956 hypothetical protein; K02184 formin 2
TRINITY_DN28669_c0_g2_i1	jcu:105648826	6.7e-33	jcu:105648826 G-type lectin S-receptor-like serine/threonine-protein kinase At5g24080; K04730 interleukin-1 receptor-associated kinase 1 [EC:2.7.11.1]
TRINITY_DN32355_c0_g1_i1	mus:103970309	1.4e-35	mus:103970309 bifunctional fucokinase/fucose pyrophosphorylase isoform X1; K05305 fucokinase [EC:2.7.1.52]
TRINITY_DN35928_c0_g4_i1	mus:103980045	2.5e-24	mus:103980045 glycerol-3-phosphate 2-O-acyltransferase 4-like; K13508 glycerol-3-phosphate acyltransferase [EC:2.3.1.15]
TRINITY_DN36783_c0_g1_i1	egu:105034711	3.2e-27	egu:105034711 dCTP pyrophosphatase 1-like; K16904 dCTP diphosphatase [EC:3.6.1.12]
TRINITY_DN43027_c0_g1_i1	mus:103969607	3.8e-12	mus:103969607 heat stress transcription factor B-1-like; K09419 heat shock transcription factor, other eukaryote
TRINITY_DN44070_c0_g2_i1	zma:100279622	2.9e-20	zma:100279622 hypothetical protein; K03834 tyrosine-specific transport protein
TRINITY_DN44070_c0_g2_i1	zma:100279622	7.9e-10	zma:100279622 hypothetical protein; K03834 tyrosine-specific transport protein
TRINITY_DN4518_c0_g1_i1	sly:104646571	3.8e-20	sly:104646571 protein TOPLESS-like; K14963 COMPASS component SWD3
TRINITY_DN45677_c0_g2_i1	pda:103721088	2.1e-42	pda:103721088 putative cinnamyl alcohol dehydrogenase 5; K00083 cinnamyl-alcohol dehydrogenase [EC:1.1.1.195]
TRINITY_DN47352_c4_g1_i1	mtr:MTR_3g018770	2.2e-07	mtr:MTR_3g018770 Beclin 1 protein; K08334 beclin 1
TRINITY_DN54903_c0_g1_i1	atr:18423759	9.7e-08	atr:18423759 microsomal glutathione S-transferase 3; K00799 glutathione S-transferase [EC:2.5.1.18]
TRINITY_DN57361_c0_g1_i1	egu:105061155	2.3e-17	egu:105061155 heat stress transcription factor A-1-like; K09419 heat shock transcription factor, other eukaryote
TRINITY_DN63795_c0_g1_i1	mus:103996386	2.9e-44	mus:103996386 ABC transporter B family member 19; K05658 ATP-binding cassette, subfamily B (MDR/TAP), member 1 [EC:3.6.3.44]
TRINITY_DN6730_c0_g2_i1	gmx:100819125	1.6e-42	gmx:100819125 putative DNA-binding protein ESCAROLA-like; K07374 tubulin alpha
TRINITY_DN7116_c0_g1_i1	obr:102719045	7.9e-10	obr:102719045 pyruvate dehydrogenase E1 component subunit beta-2, mitochondrial-like; K00162 pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1]
TRINITY_DN9193_c0_g1_i3	sly:101251277	2.8e-15	sly:101251277 premnaspirodiene oxygenase; K15472 premnaspirodiene oxygenase [EC:1.14.13.121]
TRINITY_DN13863_c0_g1_i1	mus:103975708	1.4e-22	mus:103975708 glycine-rich RNA-binding protein 3, mitochondrial isoform X1; K12885 heterogeneous nuclear ribonucleoprotein G
TRINITY_DN14682_c0_g4_i1	mus:103996144	3.2e-27	mus:103996144 glycerol-3-phosphate acyltransferase 1-like; K13508 glycerol-3-phosphate acyltransferase [EC:2.3.1.15]
TRINITY_DN17492_c0_g2_i1	mdm:103410900	1.6e-07	mdm:103410900 helicase SEN1-like; K10706 senataxin [EC:3.6.4.-]
TRINITY_DN27624_c0_g3_i1	mdm:103417387	8.4e-12	mdm:103417387 uncharacterized LOC103417387; K06207 GTP-binding protein
TRINITY_DN30620_c0_g4_i1	mus:103985952	6.8e-38	mus:103985952 1-aminocyclopropane-1-carboxylate synthase 1; K01762 1-aminocyclopropane-1-carboxylate synthase [EC:4.4.1.14]
TRINITY_DN31163_c0_g1_i1	mus:103972006	1.4e-35	mus:103972006 carotenoid cleavage dioxygenase 7, chloroplastic; K17912 9-cis-beta-carotene 9',10'-cleaving dioxygenase [EC:1.13.11.68]
TRINITY_DN32323_c0_g1_i1	cit:102607029	5.4e-19	cit:102607029 (R)-limonene synthase 1-like; K15096 (R)-limonene synthase [EC:4.2.3.20]
TRINITY_DN34229_c0_g1_i1	mus:103978287	6.1e-47	mus:103978287 triacylglycerol lipase SDP1 isoform X1; K14674 TAG lipase / steryl ester hydrolase / phospholipase A2 / LPA acyltransferase [EC:3.1.1.3 3.1.1.13 3.1.1.4 2.3.1.51]
TRINITY_DN35982_c0_g1_i1	vvi:100254074	8.6e-33	vvi:100254074 auxin response factor 5; K14486 auxin response factor
TRINITY_DN36376_c0_g1_i2	pper:PRUPE_ppa015819mg	3.0e-17	pper:PRUPE_ppa015819mg hypothetical protein; K04733 interleukin-1 receptor-associated kinase 4 [EC:2.7.11.1]
TRINITY_DN36906_c0_g3_i1	egu:105044670	4.3e-48	egu:105044670 ethylene-responsive transcription factor RAP2-7-like; K09284 AP2-like factor, euAP2 lineage
TRINITY_DN39519_c0_g2_i1	obr:102700269	1.0e-25	obr:102700269 uncharacterized LOC102700269; K01069 hydroxyacylglutathione hydrolase [EC:3.1.2.6]
TRINITY_DN47037_c0_g1_i1	mus:103996856	1.7e-36	mus:103996856 tropinone reductase homolog At1g07440-like; K08081 tropinone reductase I [EC:1.1.1.206]
TRINITY_DN47077_c0_g1_i1	osa:4341290	2.9e-20	osa:4341290 Os06g0557100; K00924 
TRINITY_DN58197_c0_g1_i1	mus:103973721	2.2e-12	mus:103973721 pyruvate decarboxylase 1-like; K01568 pyruvate decarboxylase [EC:4.1.1.1]
TRINITY_DN61502_c0_g1_i1	mus:103985724	4.4e-45	mus:103985724 beta-fructofuranosidase 1-like; K01193 beta-fructofuranosidase [EC:3.2.1.26]
TRINITY_DN63785_c0_g1_i1	egu:105042692	2.1e-15	egu:105042692 L-type lectin-domain containing receptor kinase IV.1-like; K04730 interleukin-1 receptor-associated kinase 1 [EC:2.7.11.1]
TRINITY_DN1383_c2_g2_i1	mus:103978586	3.5e-50	mus:103978586 ABC transporter B family member 20-like; K05658 ATP-binding cassette, subfamily B (MDR/TAP), member 1 [EC:3.6.3.44]
TRINITY_DN17411_c0_g1_i1	mus:103995631	2.8e-47	mus:103995631 exportin-1-like; K14290 exportin-1
TRINITY_DN18707_c0_g2_i1	zma:100284948	3.9e-09	zma:100284948 transmembrane 9 superfamily protein member 1; K17087 transmembrane 9 superfamily member 3
TRINITY_DN21855_c0_g2_i1	mus:104000407	1.7e-28	mus:104000407 phragmoplast orienting kinesin 2; K10400 kinesin family member 15
TRINITY_DN24279_c0_g1_i1	mus:103981780	5.6e-40	mus:103981780 sucrose-phosphate synthase; K00696 sucrose-phosphate synthase [EC:2.4.1.14]
TRINITY_DN38254_c0_g1_i1	mus:103980533	3.4e-13	mus:103980533 1-aminocyclopropane-1-carboxylate synthase 8-like; K01762 1-aminocyclopropane-1-carboxylate synthase [EC:4.4.1.14]
TRINITY_DN38296_c0_g1_i1	mdm:103401222	3.8e-20	mdm:103401222 uncharacterized LOC103401222; K01738 cysteine synthase A [EC:2.5.1.47]
TRINITY_DN45528_c0_g1_i1	tcc:TCM_016249	1.1e-51	tcc:TCM_016249 Beta-6 tubulin; K07375 tubulin beta
TRINITY_DN50461_c0_g1_i1	bdi:100840250	2.5e-08	bdi:100840250 kinesin-4-like; K10406 kinesin family member C2/C3
TRINITY_DN13553_c0_g4_i1	mus:103986695	2.3e-17	mus:103986695 RING-H2 finger protein ATL13-like; K19041 E3 ubiquitin-protein ligase RNF38/44 [EC:2.3.2.27]
TRINITY_DN14388_c0_g1_i1	sbi:SORBI_07g022090	1.3e-28	sbi:SORBI_07g022090 SORBIDRAFT_07g022090, Sb07g022090; hypothetical protein; K01051 pectinesterase [EC:3.1.1.11]
TRINITY_DN16079_c2_g1_i1	vvi:100255136	1.5e-21	vvi:100255136 putative disease resistance protein RGA1; K15078 structure-specific endonuclease subunit SLX1 [EC:3.6.1.-]
TRINITY_DN17692_c0_g1_i1	mus:103971014	5.6e-40	mus:103971014 fimbrin-like protein 2; K17275 plastin-1
TRINITY_DN21093_c0_g2_i1	mus:103974927	1.6e-34	mus:103974927 uncharacterized protein LOC103974927; K00574 cyclopropane-fatty-acyl-phospholipid synthase [EC:2.1.1.79]
TRINITY_DN21412_c0_g2_i1	pda:103720627	1.5e-48	pda:103720627 DNA replication licensing factor MCM7; K02210 DNA replication licensing factor MCM7 [EC:3.6.4.12]
TRINITY_DN23532_c0_g1_i2	sot:102605656	8.7e-17	sot:102605656 probable serine/threonine-protein kinase At1g18390-like; K04733 interleukin-1 receptor-associated kinase 4 [EC:2.7.11.1]
TRINITY_DN24264_c0_g3_i1	mus:103984266	6.0e-42	mus:103984266 gamma-interferon-inducible lysosomal thiol reductase-like; K08059 interferon, gamma-inducible protein 30
TRINITY_DN26001_c0_g2_i1	ppp:PHYPADRAFT_177829	1.7e-12	ppp:PHYPADRAFT_177829 hypothetical protein; K17710 pentatricopeptide repeat domain-containing protein 1
TRINITY_DN28862_c0_g3_i1	bdi:100823917	3.6e-31	bdi:100823917 receptor-like cytosolic serine/threonine-protein kinase RBK1; K04730 interleukin-1 receptor-associated kinase 1 [EC:2.7.11.1]
TRINITY_DN30706_c0_g1_i1	cit:102610907	2.4e-19	cit:102610907 uncharacterized LOC102610907; K12153 phenylalanine N-monooxygenase [EC:1.14.13.124]
TRINITY_DN31695_c0_g1_i1	pxb:103956661	2.1e-10	pxb:103956661 methionine aminopeptidase 1D, chloroplastic/mitochondrial; K17710 pentatricopeptide repeat domain-containing protein 1
TRINITY_DN40098_c0_g1_i1	pper:PRUPE_ppa004468mg	7.3e-08	pper:PRUPE_ppa004468mg hypothetical protein; K04354 serine/threonine-protein phosphatase 2A regulatory subunit B
TRINITY_DN41783_c0_g1_i1	sot:102577765	8.3e-36	sot:102577765 Asp; K08245 phytepsin [EC:3.4.23.40]
TRINITY_DN47124_c0_g5_i1	ath:ArthMp109	4.7e-47	ath:ArthMp109 cox1; cytochrome c oxidase subunit 1; K02256 cytochrome c oxidase subunit 1 [EC:1.9.3.1]
TRINITY_DN4783_c2_g1_i1	mus:103969886	4.3e-24	mus:103969886 uncharacterized protein LOC103969886; K15032 mTERF domain-containing protein, mitochondrial
TRINITY_DN53001_c0_g1_i1	sot:102589830	6.8e-38	sot:102589830 probable protein phosphatase 2C 60-like; K01102 pyruvate dehydrogenase phosphatase [EC:3.1.3.43]
TRINITY_DN64505_c0_g1_i1	mus:104000733	7.6e-29	mus:104000733 glucomannan 4-beta-mannosyltransferase 9-like; K13680 beta-mannan synthase [EC:2.4.1.32]
TRINITY_DN9656_c0_g1_i1	mus:103992453	1.9e-48	mus:103992453 eukaryotic translation initiation factor 3 subunit E {ECO:0000255|HAMAP-Rule:MF_03004}; K03250 translation initiation factor 3 subunit E
TRINITY_DN1334_c1_g1_i2	bdi:100844103	3.7e-12	bdi:100844103 homeobox protein BEL1 homolog; K16670 homeobox protein Meis2
TRINITY_DN1427_c1_g1_i1	mus:103998699	5.6e-08	mus:103998699 potassium transporter 6-like; K03549 KUP system potassium uptake protein
TRINITY_DN14771_c0_g1_i1	egr:104428373	1.6e-34	egr:104428373 receptor-like protein kinase HERK 1; K04730 interleukin-1 receptor-associated kinase 1 [EC:2.7.11.1]
TRINITY_DN15584_c0_g1_i1	mus:103987822	2.7e-18	mus:103987822 peroxidase P7-like; K00430 peroxidase [EC:1.11.1.7]
TRINITY_DN17856_c0_g4_i1	egr:104446658	7.5e-13	egr:104446658 prolycopene isomerase, chloroplastic; K09835 prolycopene isomerase [EC:5.2.1.13]
TRINITY_DN20689_c0_g1_i1	egr:104445649	1.5e-08	egr:104445649 transcription initiation factor IIF subunit alpha; K03138 transcription initiation factor TFIIF subunit alpha
TRINITY_DN20876_c0_g1_i1	cit:102613386	1.5e-32	cit:102613386 probable LRR receptor-like serine/threonine-protein kinase At1g56140-like; K04733 interleukin-1 receptor-associated kinase 4 [EC:2.7.11.1]
TRINITY_DN24889_c0_g1_i1	mus:103974956	7.0e-43	mus:103974956 G-type lectin S-receptor-like serine/threonine-protein kinase RLK1; K04733 interleukin-1 receptor-associated kinase 4 [EC:2.7.11.1]
TRINITY_DN27212_c0_g1_i1	pper:PRUPE_ppa004905mg	1.6e-18	pper:PRUPE_ppa004905mg hypothetical protein; K18834 WRKY transcription factor 1
TRINITY_DN27971_c0_g1_i1	mus:103971025	1.0e-38	mus:103971025 probable cellulose synthase A catalytic subunit 5 [UDP-forming]; K10999 cellulose synthase A [EC:2.4.1.12]
TRINITY_DN28635_c0_g1_i1	mus:103970999	2.2e-12	mus:103970999 uncharacterized protein LOC103970999; K15032 mTERF domain-containing protein, mitochondrial
TRINITY_DN30996_c0_g1_i1	ppp:PHYPADRAFT_235352	1.3e-09	ppp:PHYPADRAFT_235352 MKN1-3; KNOX class 2 protein MKN1-3; K15613 homeobox protein Meis1
TRINITY_DN31116_c1_g1_i1	mdm:103451373	9.5e-08	mdm:103451373 serine/threonine-protein kinase WNK1-like; K08867 WNK lysine deficient protein kinase [EC:2.7.11.1]
TRINITY_DN33054_c0_g1_i1	mtr:MTR_7g111650	5.9e-10	mtr:MTR_7g111650 ATP-binding domain-containing protein; K06927 diphthine-ammonia ligase [EC:6.3.1.14]
TRINITY_DN35200_c0_g2_i1	mus:103999190	3.2e-24	mus:103999190 uncharacterized protein LOC103999190; K08900 mitochondrial chaperone BCS1
TRINITY_DN40725_c0_g2_i1	egr:104424130	2.3e-06	egr:104424130 uncharacterized LOC104424130; K12309 beta-galactosidase [EC:3.2.1.23]
TRINITY_DN41879_c0_g1_i1	brp:103852324	4.1e-11	brp:103852324 DELLA protein RGL1; K14494 DELLA protein
TRINITY_DN4493_c0_g1_i1	gmx:100796935	3.2e-40	gmx:100796935 mitogen-activated protein kinase kinase kinase YODA-like; K04421 mitogen-activated protein kinase kinase kinase 3 [EC:2.7.11.25]
TRINITY_DN51835_c0_g1_i1	ppp:PHYPADRAFT_133419	1.1e-11	ppp:PHYPADRAFT_133419 hypothetical protein; K17710 pentatricopeptide repeat domain-containing protein 1
